Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
Ford FREESTYLE,Ford,2021,"13,590 km",Petrol,Manual,"EMI ₹8,826/m*",₹5.00 lakh
Maruti Wagon R 1.0,Maruti,2015,"66,296 km",Petrol,Manual,"EMI ₹6,926/m*",₹2.63 lakh
Tata TIGOR,Tata,2019,"57,732 km",Petrol,Manual,"EMI ₹6,708/m*",₹3.80 lakh
Maruti Dzire,Maruti,2020,"21,295 km",Petrol,Manual,"EMI ₹9,991/m*",₹5.66 lakh
Hyundai Verna,Hyundai,2020,"49,737 km",Petrol,Manual,"EMI ₹15,222/m*",₹8.89 lakh
Fiat Avventura,Fiat,2014,"72,886 km",Petrol,Manual,"EMI ₹9,300/m*",₹2.80 lakh
Hyundai NEW I20,Hyundai,2022,"12,865 km",Petrol,Manual,"EMI ₹12,163/m*",₹6.89 lakh
Hyundai Grand i10,Hyundai,2019,"65,000 km",Petrol,Manual,"EMI ₹5,719/m*",₹3.24 lakh
Volkswagen Polo,Volkswagen,2017,"89,307 km",Diesel,Manual,"EMI ₹9,743/m*",₹4.38 lakh
Renault Kwid,Renault,2020,"54,950 km",Petrol,Auto,"EMI ₹7,803/m*",₹4.42 lakh
Honda BR-V,Honda,2016,"60,100 km",Diesel,Manual,"EMI ₹10,823/m*",₹4.11 lakh
Maruti Dzire,Maruti,2018,"52,939 km",Diesel,Manual,"EMI ₹11,007/m*",₹5.63 lakh
Maruti Dzire,Maruti,2019,"62,319 km",Diesel,Manual,"EMI ₹8,667/m*",₹4.91 lakh
Hyundai Grand i10,Hyundai,2017,"53,000 km",Petrol,Manual,"EMI ₹6,276/m*",₹3.21 lakh
Maruti Baleno,Maruti,2024,"8,188 km",Petrol,Manual,"EMI ₹11,439/m*",₹6.48 lakh
Renault Duster,Renault,2013,"1,38,492 km",Diesel,Manual,"EMI ₹29,142/m*",₹3.28 lakh
Maruti Dzire,Maruti,2020,"84,673 km",Petrol,Manual,"EMI ₹8,297/m*",₹4.70 lakh
Maruti Vitara Brezza,Maruti,2020,"68,240 km",Petrol,Manual,"EMI ₹12,357/m*",₹7.00 lakh
Ford Ecosport,Ford,2018,"32,380 km",Petrol,Manual,"EMI ₹11,262/m*",₹6.38 lakh
Hyundai Grand i10,Hyundai,2014,"1,22,963 km",Petrol,Manual,"EMI ₹8,304/m*",₹2.50 lakh
Nissan Kicks,Nissan,2019,"44,257 km",Petrol,Manual,"EMI ₹10,239/m*",₹5.80 lakh
Maruti Dzire,Maruti,2018,"1,24,806 km",Diesel,Manual,"EMI ₹9,120/m*",₹4.10 lakh
KIA SELTOS,KIA,2022,"19,535 km",Petrol,Manual,"EMI ₹22,482/m*",₹13.13 lakh
Mahindra XUV500,Mahindra,2018,"82,651 km",Diesel,Manual,"EMI ₹20,747/m*",₹10.90 lakh
Renault Duster,Renault,2015,"55,162 km",Diesel,Manual,"EMI ₹12,024/m*",₹3.62 lakh
Tata TIAGO NRG,Tata,2021,"95,000 km",Petrol,Manual,"EMI ₹7,944/m*",₹4.50 lakh
KIA SELTOS,KIA,2023,"26,692 km",Petrol,Manual,"EMI ₹20,547/m*",₹12.00 lakh
