Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
Ford Figo,Ford,2011,"82,190 km",Diesel,Manual,"EMI ₹9,276/m*",₹0.82 lakh
Tata TIGOR,Tata,2018,"84,622 km",Petrol,Manual,"EMI ₹6,178/m*",₹3.50 lakh
Nissan Micra,Nissan,2011,"1,12,201 km",Petrol,Manual,"EMI ₹6,178/m*",₹1.41 lakh
Tata Tiago,Tata,2018,"81,972 km",Petrol,Auto,"EMI ₹5,472/m*",₹3.10 lakh
Hyundai Verna,Hyundai,2018,"46,380 km",Petrol,Manual,"EMI ₹12,092/m*",₹6.85 lakh
Tata NEXON,Tata,2019,"21,018 km",Petrol,Auto,"EMI ₹12,992/m*",₹7.36 lakh
Maruti Wagon R 1.0,Maruti,2018,"10,176 km",Petrol,Auto,"EMI ₹7,855/m*",₹4.45 lakh
Maruti A Star,Maruti,2013,"51,630 km",Petrol,Auto,"EMI ₹11,580/m*",₹2.46 lakh
Toyota Etios Liva,Toyota,2013,"1,65,985 km",Petrol,Manual,"EMI ₹16,146/m*",₹3.43 lakh
Volkswagen TAIGUN,Volkswagen,2022,"28,294 km",Petrol,Manual,"EMI ₹15,068/m*",₹8.80 lakh
Jeep Compass,Jeep,2017,"1,01,324 km",Diesel,Manual,"EMI ₹21,612/m*",₹9.94 lakh
Maruti Dzire,Maruti,2018,"68,459 km",Petrol,Manual,"EMI ₹8,844/m*",₹5.01 lakh
KIA CARENS,KIA,2022,"31,154 km",Petrol,Auto,"EMI ₹20,119/m*",₹11.75 lakh
Maruti Alto K10,Maruti,2018,"23,949 km",Petrol,Manual,"EMI ₹4,572/m*",₹2.59 lakh
Mahindra Xylo,Mahindra,2011,"2,59,765 km",Diesel,Manual,"EMI ₹4,572/m*",₹1.60 lakh
Nissan Kicks,Nissan,2020,"87,138 km",Petrol,Manual,"EMI ₹14,280/m*",₹8.34 lakh
Tata NEXON,Tata,2024,"8,468 km",Petrol,Auto,"EMI ₹18,835/m*",₹11.00 lakh
Ford Ecosport,Ford,2020,"63,889 km",Diesel,Manual,"EMI ₹13,698/m*",₹8.00 lakh
Hyundai Eon,Hyundai,2013,"39,391 km",Petrol,Manual,"EMI ₹6,496/m*",₹1.38 lakh
Mahindra KUV 100 NXT,Mahindra,2018,"59,522 km",Petrol,Manual,"EMI ₹5,261/m*",₹2.98 lakh
Honda City,Honda,2016,"61,122 km",Petrol,Manual,"EMI ₹10,344/m*",₹4.65 lakh
Maruti Swift Dzire,Maruti,2013,"1,01,816 km",Petrol,Manual,"EMI ₹13,840/m*",₹2.94 lakh
