Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
Tata Tiago,Tata,2018,"52,663 km",Petrol,Manual,"EMI ₹5,296/m*",₹3.00 lakh
Maruti Dzire,Maruti,2022,"50,372 km",Petrol,Manual,"EMI ₹11,916/m*",₹6.75 lakh
Hyundai Verna,Hyundai,2018,"53,368 km",Petrol,Manual,"EMI ₹8,932/m*",₹5.06 lakh
Skoda SLAVIA,Skoda,2023,"96,186 km",Petrol,Manual,"EMI ₹14,109/m*",₹8.24 lakh
Maruti Ciaz,Maruti,2016,"80,096 km",Diesel,Manual,"EMI ₹6,847/m*",₹2.60 lakh
Hyundai Eon,Hyundai,2011,"84,744 km",Petrol,Manual,"EMI ₹6,847/m*",₹0.61 lakh
Honda City,Honda,2015,"39,756 km",Petrol,Auto,"EMI ₹10,929/m*",₹4.15 lakh
Tata Tiago,Tata,2019,"42,429 km",Petrol,Manual,"EMI ₹5,243/m*",₹2.97 lakh
Maruti New Wagon-R,Maruti,2021,"1,27,500 km",Petrol,Manual,"EMI ₹8,831/m*",₹3.97 lakh
Chevrolet Sail,Chevrolet,2015,"65,948 km",Petrol,Manual,"EMI ₹3,897/m*",₹1.48 lakh
Maruti SX4,Maruti,2013,"88,329 km",Diesel,Manual,"EMI ₹17,326/m*",₹1.95 lakh
Mahindra XUV700,Mahindra,2022,"52,000 km",Diesel,Auto,"EMI ₹31,677/m*",₹18.50 lakh
Maruti Ciaz,Maruti,2017,"58,986 km",Diesel,Manual,"EMI ₹6,495/m*",₹2.92 lakh
Hyundai Grand i10,Hyundai,2016,"49,684 km",Petrol,Manual,"EMI ₹6,963/m*",₹3.13 lakh
Hyundai GRAND I10 NIOS,Hyundai,2020,"40,784 km",Petrol,Manual,"EMI ₹7,555/m*",₹4.28 lakh
Maruti Celerio,Maruti,2021,"56,643 km",Petrol,Manual,"EMI ₹5,984/m*",₹3.39 lakh
Hyundai Creta,Hyundai,2016,"1,87,710 km",Diesel,Manual,"EMI ₹15,800/m*",₹6.00 lakh
KIA SONET,KIA,2021,"18,657 km",Petrol,Manual,"EMI ₹10,327/m*",₹5.85 lakh
Maruti Alto,Maruti,2012,"1,09,858 km",Petrol,Manual,"EMI ₹6,131/m*",₹0.69 lakh
Renault Kwid,Renault,2016,"89,841 km",Petrol,Manual,"EMI ₹2,202/m*",₹0.99 lakh
Hyundai Verna,Hyundai,2018,"99,041 km",Petrol,Manual,"EMI ₹9,356/m*",₹5.30 lakh
Tata Tiago,Tata,2016,"48,089 km",Petrol,Manual,"EMI ₹4,338/m*",₹1.95 lakh
Maruti Alto 800,Maruti,2017,"57,608 km",Petrol,Manual,"EMI ₹4,203/m*",₹2.15 lakh
Mahindra Thar,Mahindra,2021,"71,230 km",Petrol,Auto,"EMI ₹13,240/m*",₹7.50 lakh
Renault TRIBER,Renault,2021,"54,108 km",Petrol,Manual,"EMI ₹5,472/m*",₹3.10 lakh
Maruti Alto 800,Maruti,2014,"57,141 km",Petrol,Manual,"EMI ₹6,211/m*",₹1.87 lakh
Hyundai Eon,Hyundai,2012,"73,104 km",Petrol,Manual,"EMI ₹10,662/m*",₹1.20 lakh
Maruti Alto,Maruti,2011,"1,75,577 km",Petrol,Manual,"EMI ₹10,662/m*",₹0.77 lakh
Maruti Alto 800,Maruti,2017,"1,20,093 km",Petrol,Manual,"EMI ₹5,150/m*",₹2.31 lakh
Hyundai Verna,Hyundai,2013,"70,013 km",Petrol,Manual,"EMI ₹9,415/m*",₹2.00 lakh
Maruti Ertiga,Maruti,2020,"61,792 km",Petrol,Manual,"EMI ₹12,009/m*",₹6.80 lakh
Hyundai Grand i10,Hyundai,2014,"83,016 km",Petrol,Manual,"EMI ₹7,075/m*",₹2.13 lakh
Maruti Wagon R 1.0,Maruti,2013,"1,07,729 km",Petrol,Manual,"EMI ₹9,603/m*",₹2.04 lakh
Hyundai Eon,Hyundai,2018,"1,25,480 km",Petrol,Manual,"EMI ₹4,271/m*",₹1.92 lakh
Maruti Alto K10,Maruti,2013,"1,62,665 km",Petrol,Manual,"EMI ₹4,331/m*",₹0.92 lakh
Hyundai Eon,Hyundai,2015,"1,62,257 km",Petrol,Manual,"EMI ₹4,213/m*",₹1.60 lakh
Volkswagen Polo,Volkswagen,2014,"1,82,253 km",Petrol,Manual,"EMI ₹6,477/m*",₹1.95 lakh
Mahindra XUV500,Mahindra,2015,"1,35,266 km",Diesel,Manual,"EMI ₹5,979/m*",₹1.80 lakh
Maruti Wagon R 1.0,Maruti,2015,"83,364 km",Petrol,Manual,"EMI ₹6,320/m*",₹2.40 lakh
Maruti Swift,Maruti,2018,"64,419 km",Petrol,Manual,"EMI ₹7,449/m*",₹4.22 lakh
Maruti IGNIS,Maruti,2017,"47,462 km",Petrol,Manual,"EMI ₹4,692/m*",₹2.40 lakh
Hyundai Elite i20,Hyundai,2019,"79,115 km",Petrol,Manual,"EMI ₹7,238/m*",₹4.10 lakh
Maruti Baleno,Maruti,2017,"94,200 km",Petrol,Manual,"EMI ₹5,572/m*",₹2.85 lakh
Hyundai i10,Hyundai,2012,"1,15,077 km",Petrol,Manual,"EMI ₹12,217/m*",₹1.38 lakh
Maruti Wagon R 1.0,Maruti,2015,"1,12,742 km",Petrol,Manual,"EMI ₹6,267/m*",₹2.38 lakh
Maruti Alto 800,Maruti,2017,"96,989 km",Petrol,Manual,"EMI ₹3,910/m*",₹2.00 lakh
Hyundai Verna,Hyundai,2012,"1,42,340 km",Diesel,Manual,"EMI ₹3,910/m*",₹2.02 lakh
Maruti Alto 800,Maruti,2017,"56,044 km",Petrol,Manual,"EMI ₹4,086/m*",₹2.09 lakh
Tata Zest,Tata,2016,"71,270 km",Petrol,Manual,"EMI ₹5,116/m*",₹2.30 lakh
Maruti Wagon R 1.0,Maruti,2015,"1,06,602 km",Petrol,Manual,"EMI ₹4,529/m*",₹1.72 lakh
Mahindra XUV500,Mahindra,2017,"77,607 km",Diesel,Auto,"EMI ₹9,788/m*",₹4.40 lakh
Tata ALTROZ,Tata,2022,"40,933 km",Petrol,Manual,"EMI ₹7,520/m*",₹4.26 lakh
Volkswagen VIRTUS,Volkswagen,2022,"33,069 km",Petrol,Manual,"EMI ₹13,646/m*",₹7.73 lakh
Renault Kwid,Renault,2015,"86,259 km",Petrol,Manual,"EMI ₹2,791/m*",₹1.06 lakh
Hyundai i10,Hyundai,2012,"1,05,127 km",Petrol,Manual,"EMI ₹12,172/m*",₹1.37 lakh
Maruti Wagon R 1.0,Maruti,2017,"1,09,305 km",Petrol,Manual,"EMI ₹5,472/m*",₹2.46 lakh
Maruti Wagon R 1.0,Maruti,2015,"2,32,484 km",Petrol,Manual,"EMI ₹5,714/m*",₹2.17 lakh
Renault Kwid,Renault,2018,"63,709 km",Petrol,Manual,"EMI ₹3,389/m*",₹1.92 lakh
Renault Kwid,Renault,2018,"78,446 km",Petrol,Manual,"EMI ₹4,184/m*",₹2.37 lakh
Hyundai Verna,Hyundai,2012,"1,80,229 km",Diesel,Manual,"EMI ₹4,184/m*",₹1.65 lakh
Maruti Alto 800,Maruti,2013,"82,181 km",Petrol,Manual,"EMI ₹6,120/m*",₹1.30 lakh
Tata Tiago,Tata,2017,"68,378 km",Diesel,Manual,"EMI ₹4,894/m*",₹2.20 lakh
Hyundai i10,Hyundai,2013,"68,306 km",Petrol,Manual,"EMI ₹6,590/m*",₹1.40 lakh
Maruti Wagon R 1.0,Maruti,2015,"67,802 km",Petrol,Manual,"EMI ₹6,109/m*",₹2.32 lakh
Datsun Redi Go,Datsun,2018,"64,441 km",Petrol,Manual,"EMI ₹1,977/m*",₹1.12 lakh
Maruti Alto 800,Maruti,2013,"58,500 km",Petrol,Manual,"EMI ₹7,391/m*",₹1.57 lakh
Mahindra XUV700,Mahindra,2023,"46,271 km",Diesel,Manual,"EMI ₹20,016/m*",₹11.69 lakh
Mahindra Scorpio,Mahindra,2018,"1,72,278 km",Diesel,Manual,"EMI ₹14,681/m*",₹6.60 lakh
Maruti Dzire,Maruti,2017,"58,445 km",Petrol,Manual,"EMI ₹7,459/m*",₹3.82 lakh
Hyundai Eon,Hyundai,2012,"2,69,152 km",Petrol,Manual,"EMI ₹7,374/m*",₹0.83 lakh
Toyota Glanza,Toyota,2023,"47,649 km",Petrol,Manual,"EMI ₹11,527/m*",₹6.53 lakh
Hyundai i10,Hyundai,2013,"2,08,755 km",Petrol,Manual,"EMI ₹7,296/m*",₹1.55 lakh
Maruti Baleno,Maruti,2022,"29,091 km",Petrol,Manual,"EMI ₹9,356/m*",₹5.30 lakh
Maruti Alto K10,Maruti,2016,"40,872 km",Petrol,Manual,"EMI ₹4,360/m*",₹1.96 lakh
Maruti Wagon R 1.0,Maruti,2013,"1,57,692 km",Petrol,Manual,"EMI ₹8,144/m*",₹1.73 lakh
Datsun Redi Go,Datsun,2017,"10,718 km",Petrol,Manual,"EMI ₹2,581/m*",₹1.32 lakh
Hyundai Grand i10,Hyundai,2014,"1,12,529 km",Diesel,Manual,"EMI ₹9,838/m*",₹2.09 lakh
Jeep Compass,Jeep,2017,"94,377 km",Diesel,Manual,"EMI ₹12,724/m*",₹5.72 lakh
Honda Jazz,Honda,2015,"1,15,504 km",Diesel,Manual,"EMI ₹7,673/m*",₹2.31 lakh
Maruti Wagon R 1.0,Maruti,2018,"1,10,729 km",Petrol,Manual,"EMI ₹5,628/m*",₹2.53 lakh
Maruti Wagon R 1.0,Maruti,2015,"49,629 km",Petrol,Manual,"EMI ₹6,478/m*",₹2.46 lakh
Nissan Micra,Nissan,2017,"50,390 km",Petrol,Auto,"EMI ₹4,497/m*",₹2.30 lakh
Maruti Wagon R 1.0,Maruti,2016,"1,36,741 km",Petrol,Manual,"EMI ₹4,961/m*",₹2.23 lakh
Tata Nano,Tata,2012,"18,000 km",Petrol,Manual,"EMI ₹2,932/m*",₹0.33 lakh
Maruti Wagon R 1.0,Maruti,2013,"69,532 km",Petrol,Manual,"EMI ₹8,379/m*",₹1.78 lakh
Mahindra XUV500,Mahindra,2016,"1,70,866 km",Diesel,Manual,"EMI ₹11,877/m*",₹4.51 lakh
Hyundai GRAND I10 NIOS,Hyundai,2020,"69,627 km",Petrol,Auto,"EMI ₹6,902/m*",₹3.91 lakh
Audi A4,Audi,2012,"87,623 km",Diesel,Auto,"EMI ₹6,902/m*",₹3.68 lakh
Hyundai i10,Hyundai,2012,"45,061 km",Petrol,Auto,"EMI ₹14,927/m*",₹1.68 lakh
Skoda Rapid,Skoda,2013,"1,63,088 km",Diesel,Manual,"EMI ₹19,547/m*",₹2.20 lakh
Maruti Wagon R 1.0,Maruti,2015,"79,933 km",Petrol,Manual,"EMI ₹5,556/m*",₹2.11 lakh
Hyundai i10,Hyundai,2012,"85,245 km",Petrol,Manual,"EMI ₹12,883/m*",₹1.45 lakh
Datsun Redi Go,Datsun,2016,"86,413 km",Petrol,Manual,"EMI ₹2,202/m*",₹0.99 lakh
BMW 3 Series,BMW,2011,"1,80,000 km",Diesel,Auto,"EMI ₹2,202/m*",₹1.89 lakh
Maruti Swift Dzire,Maruti,2011,"1,47,937 km",Petrol,Manual,"EMI ₹2,202/m*",₹1.19 lakh
Tata Nano,Tata,2011,"62,948 km",Petrol,Manual,"EMI ₹2,202/m*",₹0.24 lakh
Renault Kwid,Renault,2016,"85,225 km",Petrol,Manual,"EMI ₹2,847/m*",₹1.28 lakh
Tata ALTROZ,Tata,2021,"61,500 km",Petrol,Manual,"EMI ₹7,061/m*",₹4.00 lakh
Hyundai Grand i10,Hyundai,2017,"67,047 km",Diesel,Manual,"EMI ₹6,340/m*",₹2.85 lakh
Hyundai Eon,Hyundai,2017,"1,26,632 km",Petrol,Manual,"EMI ₹3,982/m*",₹1.79 lakh
Tata PUNCH,Tata,2022,"2,473 km",Petrol,Auto,"EMI ₹9,621/m*",₹5.45 lakh
Maruti Wagon R 1.0,Maruti,2013,"1,30,933 km",Petrol,Manual,"EMI ₹7,202/m*",₹1.53 lakh
Hyundai i10,Hyundai,2014,"90,124 km",Petrol,Manual,"EMI ₹6,477/m*",₹1.95 lakh
Maruti Alto 800,Maruti,2016,"85,257 km",Petrol,Manual,"EMI ₹4,338/m*",₹1.95 lakh
Hyundai Grand i10,Hyundai,2015,"1,21,169 km",Diesel,Manual,"EMI ₹4,783/m*",₹1.44 lakh
Hyundai Eon,Hyundai,2012,"78,776 km",Petrol,Manual,"EMI ₹7,463/m*",₹0.84 lakh
Maruti Swift,Maruti,2013,"76,114 km",Petrol,Manual,"EMI ₹9,415/m*",₹2.00 lakh
Maruti Wagon R 1.0,Maruti,2012,"1,20,463 km",Petrol,Manual,"EMI ₹10,662/m*",₹1.20 lakh
Ford New Figo,Ford,2017,"1,78,682 km",Diesel,Manual,"EMI ₹5,494/m*",₹2.47 lakh
Hyundai Xcent,Hyundai,2015,"1,67,168 km",Petrol,Manual,"EMI ₹6,583/m*",₹2.50 lakh
Tata Tiago,Tata,2018,"32,210 km",Petrol,Auto,"EMI ₹5,649/m*",₹3.20 lakh
Maruti Baleno,Maruti,2020,"66,331 km",Petrol,Manual,"EMI ₹7,061/m*",₹4.00 lakh
Maruti Alto 800,Maruti,2014,"70,710 km",Petrol,Manual,"EMI ₹4,949/m*",₹1.49 lakh
Hyundai i20,Hyundai,2012,"76,817 km",Petrol,Manual,"EMI ₹16,437/m*",₹1.85 lakh
Ford Figo Aspire,Ford,2018,"94,048 km",Petrol,Manual,"EMI ₹3,610/m*",₹2.04 lakh
Renault TRIBER,Renault,2020,"27,337 km",Petrol,Manual,"EMI ₹5,956/m*",₹3.37 lakh
Hyundai Eon,Hyundai,2012,"76,219 km",Petrol,Manual,"EMI ₹6,042/m*",₹0.68 lakh
Maruti Eeco,Maruti,2019,"1,23,504 km",Petrol,Manual,"EMI ₹8,208/m*",₹3.69 lakh
Hyundai VENUE,Hyundai,2022,"79,667 km",Diesel,Manual,"EMI ₹12,092/m*",₹6.85 lakh
Tata Zest,Tata,2015,"39,000 km",Petrol,Manual,"EMI ₹4,977/m*",₹1.89 lakh
Datsun Redi Go,Datsun,2017,"61,912 km",Petrol,Manual,"EMI ₹2,405/m*",₹1.23 lakh
Renault Kwid,Renault,2016,"1,30,908 km",Petrol,Manual,"EMI ₹2,914/m*",₹1.31 lakh
Hyundai i20,Hyundai,2012,"1,24,101 km",Diesel,Manual,"EMI ₹2,914/m*",₹1.13 lakh
Maruti Wagon R 1.0,Maruti,2012,"88,570 km",Petrol,Manual,"EMI ₹14,216/m*",₹1.60 lakh
Maruti Alto K10,Maruti,2018,"1,80,000 km",Petrol,Manual,"EMI ₹3,871/m*",₹1.74 lakh
Tata Tiago,Tata,2016,"68,626 km",Petrol,Manual,"EMI ₹4,538/m*",₹2.04 lakh
Maruti Wagon R 1.0,Maruti,2016,"66,004 km",Petrol,Manual,"EMI ₹4,204/m*",₹1.89 lakh
Hyundai VENUE,Hyundai,2020,"82,447 km",Petrol,Manual,"EMI ₹10,150/m*",₹5.75 lakh
Tata Nano,Tata,2012,"34,840 km",Petrol,Manual,"EMI ₹2,488/m*",₹0.28 lakh
Hyundai i10,Hyundai,2013,"1,33,220 km",Petrol,Manual,"EMI ₹7,532/m*",₹1.60 lakh
Maruti S Cross,Maruti,2016,"1,35,459 km",Diesel,Manual,"EMI ₹7,900/m*",₹3.00 lakh
Hyundai Eon,Hyundai,2015,"1,12,000 km",Petrol,Manual,"EMI ₹3,713/m*",₹1.41 lakh
Hyundai Xcent,Hyundai,2014,"87,538 km",Diesel,Manual,"EMI ₹8,473/m*",₹1.80 lakh
Honda Brio,Honda,2014,"1,69,006 km",Petrol,Manual,"EMI ₹6,809/m*",₹2.05 lakh
Maruti Dzire,Maruti,2018,"1,04,257 km",Diesel,Manual,"EMI ₹8,800/m*",₹3.96 lakh
Hyundai i10,Hyundai,2013,"99,460 km",Petrol,Manual,"EMI ₹7,720/m*",₹1.64 lakh
Maruti Alto 800,Maruti,2016,"86,725 km",Petrol,Manual,"EMI ₹4,315/m*",₹1.94 lakh
Hyundai Accent,Hyundai,2011,"94,144 km",Petrol,Manual,"EMI ₹4,315/m*",₹0.68 lakh
Maruti Celerio,Maruti,2017,"55,003 km",Petrol,Auto,"EMI ₹4,888/m*",₹2.50 lakh
Honda Brio,Honda,2014,"70,100 km",Petrol,Manual,"EMI ₹7,208/m*",₹2.17 lakh
Datsun Redi Go,Datsun,2021,"60,082 km",Petrol,Manual,"EMI ₹4,060/m*",₹2.30 lakh
Volkswagen Polo,Volkswagen,2017,"85,763 km",Diesel,Manual,"EMI ₹6,206/m*",₹2.79 lakh
Maruti Alto K10,Maruti,2014,"1,49,185 km",Petrol,Manual,"EMI ₹4,883/m*",₹1.47 lakh
Maruti Alto 800,Maruti,2013,"95,800 km",Petrol,Manual,"EMI ₹5,602/m*",₹1.19 lakh
Volkswagen Vento,Volkswagen,2011,"1,05,309 km",Diesel,Manual,"EMI ₹5,602/m*",₹1.10 lakh
Maruti Alto K10,Maruti,2012,"1,20,768 km",Petrol,Manual,"EMI ₹7,108/m*",₹0.80 lakh
Nissan Sunny,Nissan,2011,"74,661 km",Petrol,Manual,"EMI ₹7,108/m*",₹1.11 lakh
Ford Figo,Ford,2012,"92,990 km",Diesel,Manual,"EMI ₹7,108/m*",₹0.95 lakh
Tata Harrier,Tata,2020,"1,27,840 km",Diesel,Manual,"EMI ₹19,199/m*",₹8.83 lakh
Hyundai AURA,Hyundai,2022,"37,395 km",Petrol,Manual,"EMI ₹9,947/m*",₹5.63 lakh
Hyundai Eon,Hyundai,2015,"66,091 km",Petrol,Manual,"EMI ₹4,345/m*",₹1.65 lakh
Volkswagen Vento,Volkswagen,2012,"1,02,493 km",Diesel,Manual,"EMI ₹4,345/m*",₹1.44 lakh
Tata PUNCH,Tata,2022,"60,152 km",Petrol,Manual,"EMI ₹8,826/m*",₹5.00 lakh
Honda City,Honda,2014,"82,661 km",Petrol,Manual,"EMI ₹10,629/m*",₹3.20 lakh
Maruti Eeco,Maruti,2019,"1,81,757 km",Petrol,Manual,"EMI ₹7,852/m*",₹3.53 lakh
Honda Amaze,Honda,2014,"92,664 km",Petrol,Manual,"EMI ₹6,875/m*",₹2.07 lakh
Volkswagen T-ROC,Volkswagen,2019,"73,542 km",Petrol,Auto,"EMI ₹15,290/m*",₹8.93 lakh
Maruti Baleno,Maruti,2015,"38,539 km",Petrol,Manual,"EMI ₹8,321/m*",₹3.16 lakh
Honda Brio,Honda,2015,"71,189 km",Petrol,Manual,"EMI ₹5,925/m*",₹2.25 lakh
Fiat Punto EVO,Fiat,2014,"1,27,756 km",Diesel,Manual,"EMI ₹4,519/m*",₹0.96 lakh
Honda Amaze,Honda,2015,"1,29,685 km",Petrol,Manual,"EMI ₹6,109/m*",₹2.32 lakh
Maruti Alto,Maruti,2020,"95,715 km",Petrol,Manual,"EMI ₹3,884/m*",₹2.20 lakh
Honda Amaze,Honda,2014,"98,547 km",Petrol,Manual,"EMI ₹7,706/m*",₹2.32 lakh
Volkswagen Polo,Volkswagen,2011,"1,41,536 km",Diesel,Manual,"EMI ₹7,706/m*",₹0.93 lakh
Volkswagen Vento,Volkswagen,2011,"83,775 km",Petrol,Auto,"EMI ₹7,706/m*",₹1.46 lakh
Maruti Wagon R 1.0,Maruti,2013,"86,778 km",Petrol,Manual,"EMI ₹6,355/m*",₹1.35 lakh
Nissan Sunny,Nissan,2012,"1,96,303 km",Diesel,Manual,"EMI ₹6,355/m*",₹0.65 lakh
Hyundai Grand i10,Hyundai,2016,"75,089 km",Petrol,Manual,"EMI ₹6,562/m*",₹2.95 lakh
Datsun Redi Go,Datsun,2016,"62,060 km",Petrol,Manual,"EMI ₹2,402/m*",₹1.08 lakh
Maruti Dzire,Maruti,2022,"97,598 km",Petrol,Manual,"EMI ₹10,450/m*",₹5.92 lakh
Honda City,Honda,2012,"97,102 km",Petrol,Manual,"EMI ₹12,439/m*",₹1.40 lakh
Tata Zest,Tata,2014,"1,10,077 km",Diesel,Auto,"EMI ₹7,014/m*",₹1.49 lakh
Maruti Swift Dzire,Maruti,2014,"89,595 km",Petrol,Manual,"EMI ₹10,894/m*",₹3.28 lakh
Maruti Swift,Maruti,2016,"49,908 km",Petrol,Manual,"EMI ₹6,673/m*",₹3.00 lakh
Mahindra TUV300,Mahindra,2016,"97,692 km",Diesel,Manual,"EMI ₹10,823/m*",₹4.11 lakh
Honda Brio,Honda,2012,"1,23,656 km",Petrol,Manual,"EMI ₹11,550/m*",₹1.30 lakh
Renault Kwid,Renault,2020,"75,916 km",Petrol,Manual,"EMI ₹3,795/m*",₹2.15 lakh
Mahindra KUV 100 NXT,Mahindra,2017,"1,32,577 km",Diesel,Manual,"EMI ₹4,827/m*",₹2.17 lakh
Hyundai i10,Hyundai,2012,"78,111 km",Petrol,Manual,"EMI ₹9,773/m*",₹1.10 lakh
Hyundai i10,Hyundai,2014,"72,600 km",Petrol,Manual,"EMI ₹6,278/m*",₹1.89 lakh
Maruti Vitara Brezza,Maruti,2016,"1,39,341 km",Diesel,Manual,"EMI ₹9,480/m*",₹3.60 lakh
Hyundai i20,Hyundai,2014,"66,426 km",Petrol,Manual,"EMI ₹9,964/m*",₹3.00 lakh
Renault Kwid,Renault,2017,"1,46,838 km",Petrol,Auto,"EMI ₹3,114/m*",₹1.40 lakh
Maruti Wagon R 1.0,Maruti,2018,"99,313 km",Petrol,Auto,"EMI ₹5,119/m*",₹2.90 lakh
Hyundai Grand i10,Hyundai,2013,"1,22,151 km",Petrol,Manual,"EMI ₹12,239/m*",₹2.60 lakh
Hyundai i20,Hyundai,2011,"69,591 km",Petrol,Manual,"EMI ₹12,239/m*",₹1.29 lakh
Maruti Ritz,Maruti,2012,"99,459 km",Diesel,Manual,"EMI ₹12,239/m*",₹1.16 lakh
Hyundai Xcent,Hyundai,2018,"29,000 km",Petrol,Manual,"EMI ₹6,885/m*",₹3.90 lakh
Maruti Swift,Maruti,2017,"1,69,540 km",Petrol,Manual,"EMI ₹7,763/m*",₹3.49 lakh
Maruti Wagon R 1.0,Maruti,2011,"64,736 km",Petrol,Manual,"EMI ₹7,763/m*",₹0.90 lakh
Renault Kwid,Renault,2019,"64,653 km",Petrol,Manual,"EMI ₹3,072/m*",₹1.74 lakh
Hyundai Eon,Hyundai,2014,"87,240 km",Petrol,Manual,"EMI ₹3,421/m*",₹1.03 lakh
Maruti Eeco,Maruti,2018,"1,09,120 km",Petrol,Manual,"EMI ₹8,230/m*",₹3.70 lakh
Maruti Wagon R 1.0,Maruti,2017,"94,642 km",Petrol,Manual,"EMI ₹5,220/m*",₹2.67 lakh
Chevrolet Beat,Chevrolet,2012,"1,02,359 km",Diesel,Manual,"EMI ₹5,220/m*",₹0.56 lakh
Maruti Alto K10,Maruti,2023,"40,221 km",Petrol,Manual,"EMI ₹6,055/m*",₹3.43 lakh
Hyundai Elite i20,Hyundai,2015,"71,956 km",Petrol,Manual,"EMI ₹7,900/m*",₹3.00 lakh
Toyota Etios,Toyota,2014,"2,91,170 km",Petrol,Manual,"EMI ₹5,646/m*",₹1.70 lakh
Hyundai i10,Hyundai,2013,"72,274 km",Petrol,Manual,"EMI ₹6,967/m*",₹1.48 lakh
Ford Figo,Ford,2012,"1,13,572 km",Diesel,Manual,"EMI ₹6,967/m*",₹0.64 lakh
Hyundai Grand i10,Hyundai,2017,"92,112 km",Petrol,Manual,"EMI ₹7,194/m*",₹3.68 lakh
Mahindra Kuv100,Mahindra,2017,"61,381 km",Diesel,Manual,"EMI ₹4,716/m*",₹2.12 lakh
Hyundai i20,Hyundai,2012,"1,09,008 km",Diesel,Manual,"EMI ₹4,716/m*",₹1.02 lakh
Fiat Linea,Fiat,2015,"1,08,524 km",Petrol,Manual,"EMI ₹3,344/m*",₹1.27 lakh
Tata Harrier,Tata,2022,"84,274 km",Diesel,Auto,"EMI ₹21,112/m*",₹12.33 lakh
Maruti Alto 800,Maruti,2015,"1,88,400 km",Petrol,Manual,"EMI ₹3,818/m*",₹1.45 lakh
Volkswagen Vento,Volkswagen,2012,"1,10,215 km",Diesel,Manual,"EMI ₹3,818/m*",₹1.81 lakh
Maruti Alto 800,Maruti,2019,"1,37,792 km",Petrol,Manual,"EMI ₹4,783/m*",₹2.15 lakh
Hyundai Grand i10,Hyundai,2014,"1,19,056 km",Petrol,Manual,"EMI ₹7,008/m*",₹2.11 lakh
Maruti S PRESSO,Maruti,2020,"1,67,328 km",Petrol,Manual,"EMI ₹6,696/m*",₹3.01 lakh
Hyundai i20,Hyundai,2011,"40,721 km",Petrol,Manual,"EMI ₹6,696/m*",₹1.61 lakh
Maruti Alto 800,Maruti,2018,"83,525 km",Petrol,Manual,"EMI ₹3,813/m*",₹2.16 lakh
Toyota Etios,Toyota,2012,"1,26,833 km",Diesel,Manual,"EMI ₹3,813/m*",₹1.60 lakh
Hyundai Eon,Hyundai,2016,"82,284 km",Petrol,Manual,"EMI ₹2,892/m*",₹1.30 lakh
Hyundai i10,Hyundai,2013,"70,372 km",Petrol,Manual,"EMI ₹6,826/m*",₹1.45 lakh
Chevrolet Beat,Chevrolet,2012,"1,68,749 km",Diesel,Manual,"EMI ₹6,826/m*",₹0.65 lakh
Tata Tiago,Tata,2016,"1,53,103 km",Petrol,Manual,"EMI ₹4,315/m*",₹1.94 lakh
Maruti Vitara Brezza,Maruti,2017,"1,42,946 km",Diesel,Manual,"EMI ₹12,991/m*",₹5.84 lakh
Maruti Eeco,Maruti,2018,"13,00,000 km",Petrol,Manual,"EMI ₹5,895/m*",₹2.65 lakh
Renault Kwid,Renault,2018,"43,852 km",Petrol,Manual,"EMI ₹3,795/m*",₹2.15 lakh
Skoda Fabia,Skoda,2012,"1,30,125 km",Petrol,Manual,"EMI ₹8,796/m*",₹0.99 lakh
Tata PUNCH,Tata,2024,"6,950 km",Petrol,Manual,"EMI ₹10,715/m*",₹6.07 lakh
Hyundai Grand i10,Hyundai,2014,"31,042 km",Petrol,Manual,"EMI ₹9,300/m*",₹2.80 lakh
Hyundai i10,Hyundai,2014,"1,37,422 km",Petrol,Manual,"EMI ₹4,484/m*",₹1.35 lakh
Hyundai Grand i10,Hyundai,2014,"76,121 km",Petrol,Manual,"EMI ₹7,706/m*",₹2.32 lakh
Maruti Ciaz,Maruti,2017,"90,512 km",Diesel,Manual,"EMI ₹8,408/m*",₹3.78 lakh
Honda Amaze,Honda,2014,"89,818 km",Diesel,Manual,"EMI ₹9,415/m*",₹2.00 lakh
Maruti Wagon R 1.0,Maruti,2015,"78,869 km",Petrol,Manual,"EMI ₹5,267/m*",₹2.00 lakh
Maruti Swift,Maruti,2014,"1,86,575 km",Petrol,Manual,"EMI ₹7,075/m*",₹2.13 lakh
Maruti Wagon R 1.0,Maruti,2015,"88,547 km",Petrol,Manual,"EMI ₹5,714/m*",₹2.17 lakh
Datsun Redi Go,Datsun,2017,"15,399 km",Petrol,Manual,"EMI ₹2,757/m*",₹1.41 lakh
Renault Kwid,Renault,2015,"55,955 km",Petrol,Manual,"EMI ₹2,265/m*",₹0.86 lakh
Maruti Eeco,Maruti,2018,"1,49,269 km",Petrol,Manual,"EMI ₹5,561/m*",₹2.50 lakh
Hyundai i10,Hyundai,2012,"85,775 km",Petrol,Manual,"EMI ₹14,482/m*",₹1.63 lakh
Maruti Vitara Brezza,Maruti,2016,"1,40,345 km",Diesel,Manual,"EMI ₹12,772/m*",₹4.85 lakh
Renault TRIBER,Renault,2019,"41,837 km",Petrol,Manual,"EMI ₹6,708/m*",₹3.80 lakh
Mahindra TUV300,Mahindra,2016,"86,779 km",Diesel,Manual,"EMI ₹10,797/m*",₹4.10 lakh
Tata Zest,Tata,2015,"1,80,813 km",Petrol,Manual,"EMI ₹5,267/m*",₹2.00 lakh
