Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
Maruti Swift,Maruti,2014,"1,63,890 km",Petrol,Manual,"EMI ₹7,839/m*",₹2.36 lakh
Honda Amaze,Honda,2014,"94,973 km",Diesel,Manual,"EMI ₹8,285/m*",₹1.76 lakh
Hyundai Verna,Hyundai,2010,"50,242 km",Petrol,Manual,"EMI ₹8,285/m*",₹0.87 lakh
Mahindra TUV300,Mahindra,2016,"2,10,417 km",Diesel,Manual,"EMI ₹6,531/m*",₹2.48 lakh
Ford Ecosport,Ford,2014,"1,30,259 km",Diesel,Manual,"EMI ₹11,203/m*",₹2.38 lakh
Hyundai Santro Xing,Hyundai,2012,"53,168 km",Petrol,Manual,"EMI ₹10,573/m*",₹1.19 lakh
Mahindra TUV300,Mahindra,2019,"55,040 km",Diesel,Manual,"EMI ₹8,526/m*",₹4.83 lakh
Hyundai Eon,Hyundai,2014,"89,088 km",Petrol,Manual,"EMI ₹3,753/m*",₹1.13 lakh
Hyundai Eon,Hyundai,2012,"1,13,194 km",Petrol,Manual,"EMI ₹8,263/m*",₹0.93 lakh
Hyundai Elite i20,Hyundai,2014,"1,09,292 km",Diesel,Manual,"EMI ₹15,158/m*",₹3.22 lakh
KIA SONET,KIA,2022,"66,033 km",Petrol,Manual,"EMI ₹10,856/m*",₹6.15 lakh
Maruti Alto 800,Maruti,2017,"46,096 km",Petrol,Manual,"EMI ₹5,298/m*",₹2.71 lakh
Hyundai i10,Hyundai,2015,"68,414 km",Petrol,Manual,"EMI ₹5,635/m*",₹2.14 lakh
Maruti Swift,Maruti,2024,"45,251 km",Petrol,Manual,"EMI ₹11,209/m*",₹6.35 lakh
Maruti Baleno,Maruti,2020,"46,917 km",Petrol,Manual,"EMI ₹7,008/m*",₹3.97 lakh
Tata NEXON,Tata,2018,"2,52,939 km",Diesel,Manual,"EMI ₹12,234/m*",₹5.50 lakh
Maruti Wagon R 1.0,Maruti,2014,"77,119 km",Petrol,Manual,"EMI ₹5,746/m*",₹1.73 lakh
Toyota Etios,Toyota,2011,"1,42,551 km",Petrol,Manual,"EMI ₹5,746/m*",₹2.11 lakh
Renault Duster,Renault,2015,"1,74,080 km",Diesel,Manual,"EMI ₹7,274/m*",₹2.19 lakh
Maruti Swift Dzire,Maruti,2013,"1,78,420 km",Petrol,Manual,"EMI ₹12,992/m*",₹2.76 lakh
Renault TRIBER,Renault,2020,"41,640 km",Petrol,Manual,"EMI ₹6,055/m*",₹3.43 lakh
Maruti Wagon R 1.0,Maruti,2014,"1,49,932 km",Petrol,Manual,"EMI ₹5,813/m*",₹1.75 lakh
Ford Figo,Ford,2012,"1,82,741 km",Diesel,Manual,"EMI ₹5,813/m*",₹0.82 lakh
Ford New Figo,Ford,2016,"1,45,611 km",Diesel,Manual,"EMI ₹6,109/m*",₹2.32 lakh
KIA SELTOS,KIA,2020,"93,492 km",Diesel,Manual,"EMI ₹13,416/m*",₹7.60 lakh
Mahindra Bolero,Mahindra,2020,"1,17,933 km",Diesel,Manual,"EMI ₹17,128/m*",₹7.70 lakh
Maruti Ertiga,Maruti,2013,"1,17,952 km",Diesel,Manual,"EMI ₹25,233/m*",₹2.84 lakh
Nissan Sunny,Nissan,2013,"1,03,622 km",Diesel,Manual,"EMI ₹13,061/m*",₹1.47 lakh
