Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
Maruti Alto,Maruti,2010,"78,556 km",Petrol,Manual,"EMI ₹7,961/m*",₹0.90 lakh
Tata TIGOR,Tata,2022,"95,760 km",Petrol,Manual,"EMI ₹8,809/m*",₹4.99 lakh
Maruti Ertiga,Maruti,2017,"1,05,758 km",Diesel,Manual,"EMI ₹13,347/m*",₹6.00 lakh
Mahindra Quanto,Mahindra,2013,"1,10,276 km",Diesel,Manual,"EMI ₹9,773/m*",₹1.10 lakh
Hyundai New Elantra,Hyundai,2012,"1,45,714 km",Diesel,Auto,"EMI ₹9,773/m*",₹2.66 lakh
Datsun Redi Go,Datsun,2019,"90,006 km",Petrol,Manual,"EMI ₹2,577/m*",₹1.46 lakh
Hyundai i10,Hyundai,2011,"84,113 km",Petrol,Manual,"EMI ₹2,577/m*",₹1.22 lakh
Hyundai Accent,Hyundai,2011,"1,51,272 km",Petrol,Manual,"EMI ₹2,577/m*",₹0.95 lakh
Maruti Swift,Maruti,2019,"28,931 km",Petrol,Manual,"EMI ₹8,932/m*",₹5.06 lakh
Maruti Ciaz,Maruti,2017,"1,24,681 km",Petrol,Manual,"EMI ₹10,054/m*",₹4.52 lakh
Hyundai i10,Hyundai,2011,"90,974 km",Petrol,Manual,"EMI ₹10,054/m*",₹1.14 lakh
Hyundai Elite i20,Hyundai,2019,"1,20,832 km",Petrol,Manual,"EMI ₹10,166/m*",₹4.57 lakh
Maruti Baleno,Maruti,2021,"50,388 km",Petrol,Manual,"EMI ₹8,297/m*",₹4.70 lakh
Mahindra XUV300,Mahindra,2019,"86,052 km",Diesel,Manual,"EMI ₹11,474/m*",₹6.50 lakh
Chevrolet Sail UVA,Chevrolet,2012,"1,39,918 km",Diesel,Manual,"EMI ₹11,474/m*",₹0.95 lakh
Maruti Eeco,Maruti,2014,"79,366 km",Petrol,Manual,"EMI ₹5,547/m*",₹1.67 lakh
Maruti Ertiga,Maruti,2013,"1,49,878 km",Diesel,Manual,"EMI ₹35,540/m*",₹4.00 lakh
Honda WR-V,Honda,2017,"1,28,338 km",Diesel,Manual,"EMI ₹11,589/m*",₹5.21 lakh
Maruti Baleno,Maruti,2020,"64,016 km",Petrol,Auto,"EMI ₹8,720/m*",₹4.94 lakh
Renault Kiger,Renault,2022,"45,252 km",Petrol,Manual,"EMI ₹9,603/m*",₹5.44 lakh
Chevrolet Sail UVA,Chevrolet,2012,"1,15,429 km",Diesel,Manual,"EMI ₹9,603/m*",₹1.10 lakh
Tata NEXON,Tata,2017,"1,28,966 km",Diesel,Manual,"EMI ₹7,563/m*",₹3.40 lakh
Ford Ecosport,Ford,2014,"1,00,002 km",Diesel,Manual,"EMI ₹14,640/m*",₹3.11 lakh
Hyundai Creta,Hyundai,2016,"84,295 km",Petrol,Manual,"EMI ₹14,459/m*",₹6.50 lakh
Maruti Swift Dzire,Maruti,2015,"1,68,545 km",Diesel,Manual,"EMI ₹11,592/m*",₹3.49 lakh
Ford Ecosport,Ford,2017,"1,16,788 km",Diesel,Manual,"EMI ₹8,609/m*",₹3.87 lakh
Maruti Vitara Brezza,Maruti,2018,"1,24,608 km",Diesel,Auto,"EMI ₹11,033/m*",₹4.96 lakh
Maruti Wagon R 1.0,Maruti,2011,"1,14,421 km",Petrol,Manual,"EMI ₹11,033/m*",₹1.29 lakh
Maruti Alto K10,Maruti,2023,"42,247 km",Petrol,Manual,"EMI ₹7,785/m*",₹4.41 lakh
Honda Amaze,Honda,2016,"85,639 km",Diesel,Manual,"EMI ₹9,138/m*",₹3.47 lakh
Tata NEXON,Tata,2020,"61,926 km",Diesel,Manual,"EMI ₹12,533/m*",₹7.10 lakh
Hyundai Elite i20,Hyundai,2015,"2,12,080 km",Petrol,Manual,"EMI ₹8,954/m*",₹3.40 lakh
KIA SONET,KIA,2021,"19,150 km",Petrol,Manual,"EMI ₹11,951/m*",₹6.77 lakh
Skoda Rapid,Skoda,2017,"2,12,420 km",Diesel,Auto,"EMI ₹13,124/m*",₹5.90 lakh
Honda WR-V,Honda,2018,"85,872 km",Diesel,Manual,"EMI ₹9,775/m*",₹5.00 lakh
Maruti Eeco,Maruti,2018,"1,31,786 km",Petrol,Manual,"EMI ₹6,629/m*",₹2.98 lakh
Mahindra XUV500,Mahindra,2016,"84,561 km",Diesel,Auto,"EMI ₹14,457/m*",₹5.49 lakh
Maruti Ertiga,Maruti,2023,"59,678 km",Petrol,Manual,"EMI ₹16,232/m*",₹9.48 lakh
Mahindra XUV500,Mahindra,2017,"1,12,720 km",Diesel,Manual,"EMI ₹14,348/m*",₹6.45 lakh
Hyundai Grand i10,Hyundai,2015,"7,607 km",Petrol,Manual,"EMI ₹9,138/m*",₹3.47 lakh
Renault Pulse,Renault,2013,"1,63,958 km",Diesel,Manual,"EMI ₹12,261/m*",₹1.38 lakh
Honda City,Honda,2016,"2,24,000 km",Petrol,Manual,"EMI ₹10,099/m*",₹4.54 lakh
KIA CARENS,KIA,2023,"25,206 km",Petrol,Manual,"EMI ₹18,578/m*",₹10.85 lakh
Tata ALTROZ,Tata,2022,"89,122 km",Diesel,Manual,"EMI ₹10,150/m*",₹5.75 lakh
Skoda Superb,Skoda,2014,"76,086 km",Petrol,Auto,"EMI ₹14,946/m*",₹4.50 lakh
Mahindra XUV500,Mahindra,2017,"67,973 km",Diesel,Manual,"EMI ₹13,547/m*",₹6.09 lakh
Maruti New Wagon-R,Maruti,2020,"1,17,543 km",Petrol,Manual,"EMI ₹8,675/m*",₹3.90 lakh
Honda City,Honda,2022,"1,11,912 km",Petrol,Manual,"EMI ₹12,835/m*",₹5.77 lakh
Maruti Vitara Brezza,Maruti,2020,"61,770 km",Petrol,Manual,"EMI ₹9,903/m*",₹5.61 lakh
Hyundai VENUE,Hyundai,2022,"95,679 km",Diesel,Manual,"EMI ₹13,222/m*",₹7.49 lakh
Tata NEXON,Tata,2022,"66,610 km",Diesel,Auto,"EMI ₹14,897/m*",₹8.70 lakh
Maruti Baleno,Maruti,2018,"64,986 km",Petrol,Auto,"EMI ₹7,661/m*",₹4.34 lakh
Volkswagen Vento,Volkswagen,2018,"1,52,673 km",Diesel,Auto,"EMI ₹14,459/m*",₹6.50 lakh
Maruti Vitara Brezza,Maruti,2020,"80,250 km",Petrol,Manual,"EMI ₹11,615/m*",₹6.58 lakh
Mahindra XUV500,Mahindra,2015,"1,01,937 km",Diesel,Manual,"EMI ₹17,936/m*",₹5.40 lakh
Ford Ecosport,Ford,2013,"1,25,006 km",Diesel,Manual,"EMI ₹28,254/m*",₹3.18 lakh
Hyundai Verna,Hyundai,2023,"38,358 km",Petrol,Manual,"EMI ₹19,434/m*",₹11.35 lakh
Hyundai Creta,Hyundai,2017,"88,650 km",Diesel,Auto,"EMI ₹16,728/m*",₹7.52 lakh
KIA SYROS,KIA,2025,"10,837 km",Petrol,Manual,"EMI ₹16,181/m*",₹9.45 lakh
Tata NEXON,Tata,2024,"24,197 km",Petrol,Auto,"EMI ₹13,972/m*",₹8.16 lakh
Maruti Swift Dzire,Maruti,2016,"77,096 km",Diesel,Auto,"EMI ₹11,192/m*",₹4.25 lakh
Tata ALTROZ,Tata,2022,"27,010 km",Petrol,Auto,"EMI ₹11,368/m*",₹6.44 lakh
Honda WR-V,Honda,2020,"87,672 km",Petrol,Manual,"EMI ₹10,768/m*",₹6.10 lakh
Hyundai AURA,Hyundai,2023,"19,624 km",Petrol,Manual,"EMI ₹12,922/m*",₹7.32 lakh
Tata ALTROZ,Tata,2022,"57,910 km",Diesel,Manual,"EMI ₹12,392/m*",₹7.02 lakh
Mahindra XUV500,Mahindra,2020,"73,442 km",Diesel,Manual,"EMI ₹14,965/m*",₹8.74 lakh
Maruti Ciaz,Maruti,2017,"1,63,232 km",Diesel,Manual,"EMI ₹9,053/m*",₹4.07 lakh
Maruti Grand Vitara,Maruti,2024,"91,268 km",Petrol,Manual,"EMI ₹21,865/m*",₹12.77 lakh
Maruti Swift Dzire,Maruti,2016,"80,532 km",Diesel,Manual,"EMI ₹11,824/m*",₹4.49 lakh
Hyundai Grand i10,Hyundai,2019,"48,805 km",Petrol,Manual,"EMI ₹6,902/m*",₹3.91 lakh
Tata NEXON,Tata,2023,"64,902 km",Diesel,Manual,"EMI ₹14,486/m*",₹8.46 lakh
KIA SELTOS,KIA,2021,"57,536 km",Petrol,Manual,"EMI ₹13,593/m*",₹7.70 lakh
Skoda Laura,Skoda,2013,"1,29,165 km",Diesel,Auto,"EMI ₹36,783/m*",₹4.14 lakh
Maruti Ciaz,Maruti,2017,"1,64,172 km",Diesel,Manual,"EMI ₹9,209/m*",₹4.14 lakh
Honda City,Honda,2015,"1,08,348 km",Diesel,Manual,"EMI ₹13,585/m*",₹4.09 lakh
KIA CARENS,KIA,2022,"84,892 km",Diesel,Auto,"EMI ₹22,533/m*",₹13.16 lakh
Maruti Alto,Maruti,2020,"74,274 km",Petrol,Manual,"EMI ₹4,343/m*",₹2.46 lakh
Hyundai Accent,Hyundai,2010,"87,760 km",Petrol,Manual,"EMI ₹4,343/m*",₹3.50 lakh
Maruti Eeco,Maruti,2017,"53,041 km",Petrol,Manual,"EMI ₹5,885/m*",₹3.01 lakh
Hyundai NEW SANTRO,Hyundai,2021,"24,855 km",Petrol,Auto,"EMI ₹7,944/m*",₹4.50 lakh
Renault Duster,Renault,2016,"71,394 km",Diesel,Manual,"EMI ₹9,191/m*",₹3.49 lakh
Honda WR-V,Honda,2017,"1,29,737 km",Diesel,Manual,"EMI ₹8,900/m*",₹4.00 lakh
Mercedes Benz GLC CLASS,Mercedes,2018,"93,906 km",Diesel,Auto,"EMI ₹38,258/m*",₹20.10 lakh
BMW 5 Series,BMW,2013,"1,21,786 km",Diesel,Auto,"EMI ₹85,730/m*",₹9.70 lakh
Hyundai Elite i20,Hyundai,2019,"65,458 km",Petrol,Manual,"EMI ₹9,074/m*",₹5.14 lakh
Maruti Ciaz,Maruti,2020,"1,05,100 km",Petrol,Manual,"EMI ₹10,766/m*",₹4.84 lakh
Hyundai Creta,Hyundai,2016,"81,756 km",Diesel,Auto,"EMI ₹16,985/m*",₹6.45 lakh
Tata ALTROZ,Tata,2023,"29,759 km",Petrol,Auto,"EMI ₹12,304/m*",₹6.97 lakh
Hyundai NEW I20,Hyundai,2023,"33,821 km",Petrol,Auto,"EMI ₹14,434/m*",₹8.43 lakh
Maruti New Wagon-R,Maruti,2023,"11,361 km",Petrol,Manual,"EMI ₹9,532/m*",₹5.40 lakh
Hyundai Creta,Hyundai,2018,"2,20,015 km",Diesel,Manual,"EMI ₹15,727/m*",₹7.07 lakh
Volvo S60,Volvo,2014,"1,14,445 km",Diesel,Auto,"EMI ₹42,227/m*",₹9.06 lakh
KIA SELTOS,KIA,2020,"80,805 km",Diesel,Auto,"EMI ₹16,506/m*",₹9.64 lakh
Ford Ecosport,Ford,2018,"1,03,745 km",Petrol,Auto,"EMI ₹11,701/m*",₹5.26 lakh
Honda WR-V,Honda,2017,"95,157 km",Diesel,Manual,"EMI ₹10,010/m*",₹4.50 lakh
KIA SONET,KIA,2020,"1,02,374 km",Diesel,Manual,"EMI ₹16,884/m*",₹7.59 lakh
Maruti Ertiga,Maruti,2018,"97,809 km",Diesel,Manual,"EMI ₹13,685/m*",₹7.00 lakh
Hyundai VENUE,Hyundai,2022,"63,169 km",Petrol,Manual,"EMI ₹11,969/m*",₹6.78 lakh
Volkswagen TAIGUN,Volkswagen,2022,"24,764 km",Petrol,Auto,"EMI ₹17,122/m*",₹10.00 lakh
Maruti Swift,Maruti,2025,"39,273 km",Petrol,Manual,"EMI ₹9,974/m*",₹5.65 lakh
Maruti Vitara Brezza,Maruti,2016,"1,17,168 km",Diesel,Manual,"EMI ₹12,535/m*",₹4.76 lakh
Hyundai VENUE,Hyundai,2020,"82,822 km",Diesel,Manual,"EMI ₹13,169/m*",₹7.46 lakh
Jeep Compass,Jeep,2018,"62,005 km",Diesel,Manual,"EMI ₹14,858/m*",₹7.60 lakh
Skoda Octavia,Skoda,2014,"1,79,443 km",Diesel,Auto,"EMI ₹23,066/m*",₹4.90 lakh
Skoda Laura,Skoda,2013,"1,24,750 km",Diesel,Auto,"EMI ₹31,097/m*",₹3.50 lakh
Jeep Compass,Jeep,2018,"57,000 km",Diesel,Manual,"EMI ₹15,151/m*",₹7.75 lakh
Skoda Rapid,Skoda,2016,"1,12,344 km",Diesel,Auto,"EMI ₹10,428/m*",₹3.96 lakh
Jeep Compass,Jeep,2018,"1,36,198 km",Diesel,Manual,"EMI ₹16,416/m*",₹7.38 lakh
Hyundai Creta,Hyundai,2023,"31,993 km",Diesel,Manual,"EMI ₹24,845/m*",₹14.51 lakh
BMW X3,BMW,2012,"1,22,332 km",Diesel,Auto,"EMI ₹24,845/m*",₹13.63 lakh
Jeep Compass,Jeep,2022,"14,673 km",Petrol,Auto,"EMI ₹37,806/m*",₹22.08 lakh
Maruti New Wagon-R,Maruti,2021,"71,211 km",Petrol,Manual,"EMI ₹7,167/m*",₹4.06 lakh
Hyundai NEW SANTRO,Hyundai,2021,"64,775 km",Petrol,Manual,"EMI ₹7,061/m*",₹4.00 lakh
Ford Ecosport,Ford,2021,"1,40,041 km",Diesel,Manual,"EMI ₹17,284/m*",₹7.77 lakh
Hyundai NEW I20,Hyundai,2025,"21,689 km",Petrol,Manual,"EMI ₹13,981/m*",₹7.92 lakh
BMW 3 Series,BMW,2012,"1,20,049 km",Diesel,Auto,"EMI ₹13,981/m*",₹7.79 lakh
Hyundai Grand i10,Hyundai,2018,"70,587 km",Petrol,Manual,"EMI ₹6,990/m*",₹3.96 lakh
Skoda Superb,Skoda,2014,"1,19,430 km",Diesel,Auto,"EMI ₹22,360/m*",₹4.75 lakh
Maruti Grand Vitara,Maruti,2025,900 km,Petrol,Manual,"EMI ₹19,862/m*",₹11.60 lakh
Mercedes Benz E Class,Mercedes,2011,"1,26,365 km",Diesel,Auto,"EMI ₹19,862/m*",₹10.00 lakh
Skoda Octavia,Skoda,2014,"1,52,855 km",Diesel,Auto,"EMI ₹18,876/m*",₹4.01 lakh
MG HECTOR,MG,2020,"48,598 km",Petrol,Manual,"EMI ₹18,287/m*",₹10.68 lakh
Hyundai Tucson,Hyundai,2018,"1,93,163 km",Diesel,Manual,"EMI ₹16,661/m*",₹7.49 lakh
Mercedes Benz Ml Class,Mercedes,2013,"81,478 km",Diesel,Auto,"EMI ₹110,477/m*",₹12.50 lakh
KIA SELTOS,KIA,2025,"1,962 km",Petrol,Manual,"EMI ₹26,232/m*",₹15.32 lakh
Honda Amaze,Honda,2024,"10,733 km",Petrol,Auto,"EMI ₹12,886/m*",₹7.30 lakh
Volkswagen Passat,Volkswagen,2011,"1,56,189 km",Diesel,Auto,"EMI ₹12,886/m*",₹4.47 lakh
Volkswagen TAIGUN,Volkswagen,2024,"7,292 km",Petrol,Manual,"EMI ₹22,602/m*",₹13.20 lakh
Maruti Grand Vitara,Maruti,2023,"42,480 km",Petrol,Manual,"EMI ₹18,544/m*",₹10.83 lakh
KIA SELTOS,KIA,2020,"1,53,682 km",Diesel,Manual,"EMI ₹17,959/m*",₹8.26 lakh
BMW 3 Series,BMW,2012,"1,53,642 km",Diesel,Auto,"EMI ₹17,959/m*",₹6.85 lakh
MG HECTOR,MG,2020,"86,503 km",Petrol,Manual,"EMI ₹15,907/m*",₹9.29 lakh
Skoda Octavia,Skoda,2017,"91,612 km",Petrol,Auto,"EMI ₹15,380/m*",₹8.08 lakh
MG HECTOR PLUS,MG,2021,"64,007 km",Petrol,Manual,"EMI ₹21,095/m*",₹12.32 lakh
Maruti BREZZA,Maruti,2024,"13,304 km",Petrol,Manual,"EMI ₹16,609/m*",₹9.70 lakh
Skoda Kodiaq,Skoda,2023,"80,367 km",Petrol,Auto,"EMI ₹47,087/m*",₹27.50 lakh
Tata NEXON EV,Tata,2021,"98,216 km",Electric,Auto,"EMI ₹11,033/m*",₹6.25 lakh
Tata TIAGO EV,Tata,2023,"43,950 km",Electric,Auto,"EMI ₹13,240/m*",₹7.50 lakh
Maruti Alto K10,Maruti,2024,"22,843 km",Petrol,Manual,"EMI ₹7,396/m*",₹4.19 lakh
MG HECTOR,MG,2019,"80,893 km",Petrol,Auto,"EMI ₹15,513/m*",₹9.06 lakh
Jeep Compass,Jeep,2023,"23,234 km",Diesel,Manual,"EMI ₹35,118/m*",₹20.51 lakh
Jeep Compass,Jeep,2022,"30,168 km",Diesel,Manual,"EMI ₹30,564/m*",₹17.85 lakh
Tata TIAGO EV,Tata,2023,"52,770 km",Electric,Auto,"EMI ₹13,784/m*",₹8.05 lakh
Tata TIAGO EV,Tata,2023,"12,512 km",Electric,Auto,"EMI ₹12,798/m*",₹7.25 lakh
Tata NEXON EV,Tata,2023,"32,520 km",Electric,Auto,"EMI ₹17,122/m*",₹10.00 lakh
Maruti IGNIS,Maruti,2022,"15,148 km",Petrol,Manual,"EMI ₹7,379/m*",₹4.18 lakh
Jeep Compass,Jeep,2017,"1,20,269 km",Diesel,Manual,"EMI ₹13,925/m*",₹6.26 lakh
Hyundai Creta,Hyundai,2017,"1,07,492 km",Diesel,Manual,"EMI ₹17,394/m*",₹8.00 lakh
Mahindra XUV700,Mahindra,2023,"57,506 km",Petrol,Auto,"EMI ₹28,971/m*",₹16.92 lakh
Nissan MAGNITE,Nissan,2021,"68,390 km",Petrol,Manual,"EMI ₹6,708/m*",₹3.80 lakh
Honda Amaze,Honda,2019,"1,05,693 km",Petrol,Manual,"EMI ₹9,751/m*",₹4.38 lakh
Maruti Swift Dzire,Maruti,2015,"90,585 km",Petrol,Manual,"EMI ₹7,827/m*",₹2.97 lakh
Maruti Alto 800,Maruti,2017,"45,083 km",Petrol,Manual,"EMI ₹3,480/m*",₹1.78 lakh
Hyundai GRAND I10 NIOS,Hyundai,2021,"54,958 km",Petrol,Auto,"EMI ₹8,196/m*",₹4.64 lakh
Tata NEXON,Tata,2021,"66,390 km",Petrol,Auto,"EMI ₹11,209/m*",₹6.35 lakh
Honda City,Honda,2015,"76,581 km",Petrol,Manual,"EMI ₹11,592/m*",₹4.40 lakh
MG HECTOR,MG,2020,"60,401 km",Diesel,Manual,"EMI ₹16,266/m*",₹9.50 lakh
Hyundai Eon,Hyundai,2017,"11,320 km",Petrol,Manual,"EMI ₹4,568/m*",₹2.34 lakh
Maruti Alto,Maruti,2022,"8,104 km",Petrol,Manual,"EMI ₹5,086/m*",₹2.88 lakh
Maruti Ciaz,Maruti,2022,"95,494 km",Petrol,Auto,"EMI ₹11,768/m*",₹6.67 lakh
