Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price,Car Age,City
Hyundai Eon,Hyundai,2018,50918,Petrol,Manual,3636,206000,8,Mumbai
MG HECTOR,MG,2019,58588,Diesel,Manual,15170,886000,7,Mumbai
Renault Kwid,Renault,2017,66414,Petrol,Auto,4477,229000,9,Mumbai
Nissan Micra,Nissan,2016,47444,Petrol,Auto,6052,272000,10,Mumbai
Honda Amaze,Honda,2014,57485,Diesel,Manual,13745,292000,12,Mumbai
Ford New Figo,Ford,2018,96018,Petrol,Manual,4975,282000,8,Mumbai
Maruti Alto K10,Maruti,2017,20628,Petrol,Manual,4403,225000,9,Mumbai
Maruti Swift Dzire,Maruti,2016,60016,Petrol,Manual,7563,340000,10,Mumbai
Tata Tiago,Tata,2016,73887,Petrol,Manual,6098,274000,10,Mumbai
Hyundai i10,Hyundai,2014,20612,Petrol,Manual,7606,229000,12,Mumbai
Hyundai GRAND I10 NIOS,Hyundai,2022,49692,CNG,Manual,9853,558000,4,Mumbai
Honda Jazz,Honda,2018,60048,Petrol,Auto,6644,376000,8,Mumbai
Maruti Vitara Brezza,Maruti,2020,57310,Petrol,Manual,11805,669000,6,Mumbai
Tata Tiago,Tata,2018,35391,Petrol,Manual,6213,352000,8,Mumbai
Maruti Grand Vitara,Maruti,2023,43241,Petrol,Manual,18559,1084000,3,Mumbai
Hyundai GRAND I10 NIOS,Hyundai,2021,72467,Petrol,Auto,8779,497000,5,Mumbai
Hyundai i10,Hyundai,2013,60028,CNG,Manual,8779,219000,13,Mumbai
Honda Amaze,Honda,2014,99082,Petrol,Manual,7908,238000,12,Mumbai
Maruti Wagon R 1.0,Maruti,2014,40150,CNG,Manual,20206,227000,12,Mumbai
Hyundai VENUE,Hyundai,2021,39323,Petrol,Manual,13416,760000,5,Mumbai
Tata ALTROZ,Tata,2021,23470,Petrol,Manual,9753,552000,5,Mumbai
Hyundai Eon,Hyundai,2014,27630,Petrol,Manual,5148,155000,12,Mumbai
Maruti Baleno,Maruti,2017,126984,Diesel,Manual,10633,478000,9,Mumbai
Volkswagen TAIGUN,Volkswagen,2022,55400,Petrol,Auto,16369,956000,4,Mumbai
Honda Brio,Honda,2015,34079,Petrol,Manual,6183,235000,11,Mumbai
Hyundai Grand i10,Hyundai,2014,79889,Petrol,Manual,8101,244000,12,Mumbai
Honda City,Honda,2019,117449,Petrol,Manual,12291,553000,7,Mumbai
Renault Kiger,Renault,2021,63106,Petrol,Manual,8909,505000,5,Mumbai
Maruti Ertiga,Maruti,2014,69208,Petrol,Manual,14349,432000,12,Mumbai
Hyundai EXTER,Hyundai,2025,6674,Petrol,Auto,13993,817000,1,Mumbai
Honda Jazz,Honda,2019,22299,Petrol,Auto,9253,524000,7,Mumbai
Maruti Dzire,Maruti,2018,30696,Petrol,Auto,8840,501000,8,Mumbai
Maruti Ertiga,Maruti,2012,135791,Petrol,Manual,29142,328000,14,Mumbai
Ford New Figo,Ford,2020,71297,Petrol,Manual,6334,359000,6,Mumbai
Maruti Wagon R 1.0,Maruti,2014,54851,Petrol,Manual,7334,221000,12,Mumbai
Honda Brio,Honda,2015,49238,Petrol,Manual,6162,234000,11,Mumbai
Hyundai New Elantra,Hyundai,2012,129639,Diesel,Manual,6162,280000,14,Mumbai
Maruti Ciaz,Maruti,2023,28331,Petrol,Manual,12994,736000,3,Mumbai
Maruti Wagon R 1.0,Maruti,2015,92101,CNG,Manual,10827,229999,11,Mumbai
