Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price,Car Age,City
Renault Kwid,Renault,2016,61912,Petrol,Manual,4783,215000,10,Bangalore
Tata ALTROZ,Tata,2022,24918,Petrol,Auto,12886,730000,4,Bangalore
Hyundai Verna,Hyundai,2020,91811,Petrol,Auto,14263,833000,6,Bangalore
Hyundai VENUE,Hyundai,2021,50645,Diesel,Manual,12745,722000,5,Bangalore
Nissan Kicks,Nissan,2019,48512,Diesel,Manual,10138,574000,7,Bangalore
Hyundai Creta N Line,Hyundai,2024,21118,Petrol,Auto,32588,1903000,2,Bangalore
Jeep Compass,Jeep,2018,145715,Diesel,Manual,17462,785000,8,Bangalore
Hyundai NEW SANTRO,Hyundai,2019,31054,Petrol,Manual,6885,390000,7,Bangalore
Hyundai Creta,Hyundai,2017,99631,Petrol,Manual,13275,679000,9,Bangalore
Hyundai NEW SANTRO,Hyundai,2019,36924,Petrol,Manual,5119,290000,7,Bangalore
Tata NEXON,Tata,2024,39150,Petrol,Manual,13328,755000,2,Bangalore
Hyundai Elite i20,Hyundai,2018,120685,Petrol,Manual,9387,422000,8,Bangalore
Mahindra Thar,Mahindra,2021,34806,Petrol,Auto,20123,1175000,5,Bangalore
Ford Ecosport,Ford,2014,81627,Diesel,Manual,20427,434000,12,Bangalore
Maruti Alto K10,Maruti,2016,85465,Petrol,Manual,5885,265000,10,Bangalore
Hyundai Creta,Hyundai,2017,139997,Petrol,Auto,15532,698000,9,Bangalore
Hyundai NEW I20,Hyundai,2022,100478,Petrol,Manual,14882,669000,4,Bangalore
Hyundai Elite i20,Hyundai,2017,33805,Petrol,Auto,8362,428000,9,Bangalore
Maruti S Cross,Maruti,2017,87011,Diesel,Manual,13080,588000,9,Bangalore
Tata NEXON,Tata,2021,28382,Petrol,Auto,12930,732000,5,Bangalore
Maruti Swift,Maruti,2018,61367,Petrol,Auto,8305,470000,8,Bangalore
Skoda KUSHAQ,Skoda,2024,17862,Petrol,Manual,21917,1280000,2,Bangalore
Maruti Swift,Maruti,2018,66524,Petrol,Manual,7908,448000,8,Bangalore
Maruti Alto 800,Maruti,2015,88606,Petrol,Manual,4872,185000,11,Bangalore
Hyundai VENUE,Hyundai,2020,58065,Petrol,Manual,11404,646000,6,Bangalore
Toyota Innova Crysta,Toyota,2020,74069,Diesel,Manual,35957,2100000,6,Bangalore
Honda Amaze,Honda,2023,23392,Petrol,Auto,14045,796000,3,Bangalore
MG HECTOR,MG,2021,35992,Diesel,Manual,18852,1101000,5,Bangalore
Chevrolet Beat,Chevrolet,2013,53420,Petrol,Manual,6826,145000,13,Bangalore
Hyundai i10,Hyundai,2014,65854,Petrol,Manual,6643,200000,12,Bangalore
Hyundai Creta,Hyundai,2024,8823,Petrol,Auto,30820,1800000,2,Bangalore
Hyundai NEW I20,Hyundai,2022,11382,Petrol,Manual,11545,654000,4,Bangalore
Maruti Swift,Maruti,2018,46412,Petrol,Auto,7591,430000,8,Bangalore
Renault Kiger,Renault,2022,48818,Petrol,Auto,9974,565000,4,Bangalore
Honda Jazz,Honda,2016,61368,Petrol,Manual,9146,411000,10,Bangalore
Tata NEXON,Tata,2023,21859,Petrol,Auto,14600,852999,3,Bangalore
Hyundai Elite i20,Hyundai,2016,113330,Diesel,Manual,11561,438999,10,Bangalore
Tata ALTROZ,Tata,2022,80230,Petrol,Manual,10362,587000,4,Bangalore
Maruti Swift,Maruti,2016,121707,Petrol,Manual,7868,354000,10,Bangalore
Hyundai NEW SANTRO,Hyundai,2020,46872,Petrol,Manual,5460,309000,6,Bangalore
Nissan Kicks,Nissan,2019,65368,Diesel,Manual,10292,583000,7,Bangalore
Maruti Alto 800,Maruti,2014,69527,Petrol,Manual,7681,231000,12,Bangalore
Hyundai VENUE,Hyundai,2021,20372,Petrol,Manual,13779,781000,5,Bangalore
Volkswagen Polo,Volkswagen,2013,83205,Diesel,Manual,35152,396000,13,Bangalore
Hyundai Eon,Hyundai,2014,84097,Petrol,Manual,4816,145000,12,Bangalore
Hyundai VENUE,Hyundai,2021,35525,Petrol,Manual,11810,669000,5,Bangalore
Hyundai Elite i20,Hyundai,2018,23926,Petrol,Auto,8791,498000,8,Bangalore
Hyundai GRAND I10 NIOS,Hyundai,2019,55343,Petrol,Auto,7838,444000,7,Bangalore
Volkswagen Polo,Volkswagen,2021,32836,Petrol,Auto,13928,789000,5,Bangalore
Honda City,Honda,2019,44916,Petrol,Auto,12110,686000,7,Bangalore
Toyota Glanza,Toyota,2022,14530,Petrol,Auto,12712,720000,4,Bangalore
Honda City,Honda,2016,118172,Petrol,Auto,8581,386000,10,Bangalore
Hyundai Verna,Hyundai,2019,84490,Petrol,Manual,11074,627000,7,Bangalore
Mahindra XUV500,Mahindra,2017,78236,Diesel,Auto,22286,1025000,9,Bangalore
Maruti Swift,Maruti,2013,108127,Petrol,Manual,13651,290000,13,Bangalore
Honda Brio,Honda,2015,101243,Petrol,Auto,8954,340000,11,Bangalore
Maruti Vitara Brezza,Maruti,2016,133214,Diesel,Manual,13904,528000,10,Bangalore
Maruti Alto,Maruti,2019,14377,Petrol,Manual,3954,224000,7,Bangalore
Renault Kwid,Renault,2017,85764,Petrol,Manual,4027,206000,9,Bangalore
Tata NEXON,Tata,2024,19882,Petrol,Manual,13458,762000,2,Bangalore
KIA SELTOS,KIA,2022,31594,Petrol,Manual,15667,915000,4,Bangalore
Maruti Ciaz,Maruti,2015,74839,Petrol,Manual,11060,420000,11,Bangalore
Maruti Wagon R 1.0,Maruti,2012,37326,Petrol,Manual,18481,208000,14,Bangalore
Hyundai VENUE,Hyundai,2022,101922,Petrol,Manual,12907,580000,4,Bangalore
Skoda KUSHAQ,Skoda,2022,27752,Petrol,Auto,21831,1275000,4,Bangalore
Hyundai VENUE,Hyundai,2019,56567,Petrol,Auto,10945,620000,7,Bangalore
Maruti Vitara Brezza,Maruti,2020,102607,Petrol,Manual,14388,647000,6,Bangalore
Mahindra XUV300,Mahindra,2019,75257,Petrol,Manual,9179,520000,7,Bangalore
Renault Duster,Renault,2017,88940,Diesel,Auto,10722,482000,9,Bangalore
Tata NEXON,Tata,2018,25476,Diesel,Manual,13861,709000,8,Bangalore
Hyundai Verna,Hyundai,2017,34773,Petrol,Auto,12981,664000,9,Bangalore
Honda WR-V,Honda,2017,98677,Diesel,Manual,11834,532000,9,Bangalore
Maruti S PRESSO,Maruti,2022,40904,Petrol,Manual,5772,327000,4,Bangalore
Hyundai VENUE,Hyundai,2022,19024,Petrol,Manual,12763,723000,4,Bangalore
Tata Tiago,Tata,2019,37452,Petrol,Manual,6320,358000,7,Bangalore
MG HECTOR,MG,2019,95164,Diesel,Manual,14349,838000,7,Bangalore
Hyundai Elite i20,Hyundai,2019,49142,Petrol,Manual,10190,577000,7,Bangalore
Toyota URBAN CRUISER HYRYDER,Toyota,2023,33241,Hybrid,Auto,24965,1458000,3,Bangalore
Maruti Celerio,Maruti,2015,81580,Petrol,Auto,6873,261000,11,Bangalore
Honda Amaze,Honda,2023,11458,Petrol,Manual,11721,664000,3,Bangalore
Maruti Ciaz,Maruti,2018,58883,Petrol,Auto,9826,557000,8,Bangalore
Tata Tiago,Tata,2016,68731,Petrol,Manual,6651,299000,10,Bangalore
Tata ALTROZ,Tata,2020,53590,Petrol,Manual,9425,534000,6,Bangalore
Skoda KUSHAQ,Skoda,2022,32356,Petrol,Manual,14537,849000,4,Bangalore
Tata TIGOR,Tata,2017,91995,Petrol,Manual,6784,347000,9,Bangalore
Hyundai NEW I20,Hyundai,2022,26568,Petrol,Manual,12145,688000,4,Bangalore
Mahindra Thar,Mahindra,2021,40167,Petrol,Manual,17696,1033000,5,Bangalore
KIA SONET,KIA,2022,71501,Diesel,Manual,15591,911000,4,Bangalore
Ford New Figo,Ford,2015,117596,Diesel,Manual,9405,283000,11,Bangalore
Maruti Baleno,Maruti,2017,86212,Diesel,Manual,11007,495000,9,Bangalore
Maruti Wagon R 1.0,Maruti,2017,72272,CNG,Auto,7426,282000,9,Bangalore
Hyundai Elite i20,Hyundai,2015,94350,Petrol,Manual,9691,368000,11,Bangalore
Datsun Redi Go,Datsun,2016,70807,Petrol,Manual,3604,162000,10,Bangalore
Renault Kwid,Renault,2018,77765,Petrol,Manual,4131,234000,8,Bangalore
Hyundai VENUE,Hyundai,2019,83501,Petrol,Manual,12343,699000,7,Bangalore
Ford Figo,Ford,2015,77456,Petrol,Manual,7011,266000,11,Bangalore
Maruti Swift Dzire,Maruti,2014,58960,Petrol,Manual,11260,339000,12,Bangalore
Nissan Sunny,Nissan,2013,25906,Petrol,Manual,11439,243000,13,Bangalore
Ford Ecosport,Ford,2014,118840,Diesel,Manual,15817,336000,12,Bangalore
Renault Kwid,Renault,2024,5049,Petrol,Auto,8650,490000,2,Bangalore
Maruti IGNIS,Maruti,2022,46564,Petrol,Manual,7972,451999,4,Bangalore
MG ASTOR,MG,2022,17450,Petrol,Auto,20290,1185000,4,Bangalore
Hyundai Elite i20,Hyundai,2018,43038,Petrol,Manual,7505,425000,8,Bangalore
KIA SELTOS,KIA,2021,77664,Petrol,Manual,17834,1042000,5,Bangalore
Hyundai Sonata,Hyundai,2013,64799,Petrol,Auto,21216,451000,13,Bangalore
Ford Ecosport,Ford,2019,100313,Petrol,Manual,12045,541000,7,Bangalore
Hyundai i20,Hyundai,2012,105260,Diesel,Manual,12045,280000,14,Bangalore
Hyundai VENUE,Hyundai,2021,48742,Petrol,Manual,11121,630000,5,Bangalore
Maruti S PRESSO,Maruti,2021,39450,Petrol,Auto,6496,368000,5,Bangalore
MG HECTOR,MG,2020,46912,Petrol,Auto,19263,1125000,6,Bangalore
Hyundai Elite i20,Hyundai,2018,95768,Petrol,Manual,8226,466000,8,Bangalore
Maruti S Cross,Maruti,2022,13393,Petrol,Auto,13946,790000,4,Bangalore
KIA SELTOS,KIA,2019,28337,Petrol,Auto,19006,1110000,7,Bangalore
Hyundai NEW I20 N LINE,Hyundai,2022,20683,Petrol,Manual,14105,799000,4,Bangalore
Hyundai Creta,Hyundai,2021,107400,Diesel,Manual,23808,1095000,5,Bangalore
Hyundai Creta,Hyundai,2019,38773,Petrol,Manual,14084,798000,7,Bangalore
Hyundai Elite i20,Hyundai,2018,6952,Diesel,Manual,12980,664000,8,Bangalore
Hyundai Eon,Hyundai,2015,82924,Petrol,Manual,5082,193000,11,Bangalore
Nissan MAGNITE,Nissan,2023,46300,Petrol,Manual,9550,541000,3,Bangalore
Hyundai Verna,Hyundai,2014,41907,Petrol,Manual,13843,417000,12,Bangalore
Honda Brio,Honda,2013,53389,Petrol,Manual,12009,254999,13,Bangalore
MG HECTOR,MG,2020,39286,Petrol,Manual,17105,999000,6,Bangalore
Maruti Ertiga,Maruti,2021,52323,Petrol,Auto,14334,836999,5,Bangalore
Maruti Dzire,Maruti,2017,75698,Petrol,Manual,8895,455000,9,Bangalore
Tata NEXON,Tata,2022,21723,Petrol,Manual,11651,660000,4,Bangalore
KIA SELTOS,KIA,2020,95645,Diesel,Manual,17896,1044999,6,Bangalore
Datsun Go,Datsun,2014,59457,Petrol,Manual,5613,169000,12,Bangalore
Renault Kwid,Renault,2022,49570,Petrol,Manual,6090,345000,4,Bangalore
Hyundai Elite i20,Hyundai,2015,100261,Diesel,Manual,13551,408000,11,Bangalore
Nissan Terrano,Nissan,2014,124832,Petrol,Manual,11551,348000,12,Bangalore
Honda Jazz,Honda,2015,80054,Petrol,Auto,9296,353000,11,Bangalore
Maruti Vitara Brezza,Maruti,2017,74011,Diesel,Manual,15126,680000,9,Bangalore
Maruti Swift,Maruti,2023,14107,CNG,Manual,11474,650000,3,Bangalore
Maruti Baleno,Maruti,2017,26954,Petrol,Auto,10303,527000,9,Bangalore
Hyundai Grand i10,Hyundai,2017,86420,Petrol,Manual,6041,309000,9,Bangalore
Hyundai VENUE,Hyundai,2021,78644,Petrol,Manual,12022,681000,5,Bangalore
Hyundai VENUE,Hyundai,2020,82463,Petrol,Manual,10875,616000,6,Bangalore
Ford Ecosport,Ford,2015,58975,Petrol,Manual,9875,375000,11,Bangalore
Maruti Alto K10,Maruti,2018,72039,Petrol,Manual,4766,270000,8,Bangalore
Honda Amaze,Honda,2018,38309,Petrol,Auto,8756,496000,8,Bangalore
Maruti Grand Vitara,Maruti,2023,51190,Petrol,Auto,17705,1034000,3,Bangalore
Ford FREESTYLE,Ford,2020,32553,Diesel,Manual,9003,509999,6,Bangalore
Skoda Rapid,Skoda,2020,38988,Petrol,Manual,10265,582000,6,Bangalore
Volkswagen TAIGUN,Volkswagen,2023,48669,Petrol,Manual,15736,919000,3,Bangalore
Maruti Swift,Maruti,2020,49503,Petrol,Manual,10820,613000,6,Bangalore
Hyundai Grand i10,Hyundai,2015,37228,Petrol,Manual,9612,365000,11,Bangalore
Tata Tiago,Tata,2021,38116,Petrol,Manual,7679,434999,5,Bangalore
Maruti Baleno,Maruti,2020,36850,Petrol,Auto,10853,615000,6,Bangalore
Maruti Ertiga,Maruti,2023,26021,Petrol,Manual,17465,1019999,3,Bangalore
Tata NEXON,Tata,2019,27633,Petrol,Manual,10062,570000,7,Bangalore
Mahindra XUV300,Mahindra,2021,47970,Petrol,Auto,11651,660000,5,Bangalore
Mahindra XUV500,Mahindra,2012,139724,Diesel,Manual,11651,398000,14,Bangalore
Honda City,Honda,2019,31348,Petrol,Manual,13667,774000,7,Bangalore
Hyundai Creta,Hyundai,2020,67600,Petrol,Auto,18167,1061000,6,Bangalore
KIA SONET,KIA,2021,39387,Petrol,Auto,14725,860000,5,Bangalore
Honda City,Honda,2017,57720,Petrol,Auto,12375,633000,9,Bangalore
Maruti S Cross,Maruti,2017,132347,Diesel,Manual,9365,421000,9,Bangalore
Mahindra XUV500,Mahindra,2015,83012,Diesel,Manual,25715,774000,11,Bangalore
KIA SELTOS,KIA,2021,21130,Petrol,Manual,16734,977000,5,Bangalore
Ford New Figo,Ford,2016,79879,Petrol,Manual,7007,315000,10,Bangalore
Maruti Swift,Maruti,2020,30409,Petrol,Auto,10501,595000,6,Bangalore
Renault Kwid,Renault,2017,49297,Petrol,Auto,5470,280000,9,Bangalore
Maruti Baleno,Maruti,2016,63690,Petrol,Manual,9676,434999,10,Bangalore
Toyota Etios Liva,Toyota,2013,62440,Petrol,Manual,12333,262000,13,Bangalore
Maruti IGNIS,Maruti,2017,74559,Petrol,Manual,7194,368000,9,Bangalore
Maruti Vitara Brezza,Maruti,2019,28376,Diesel,Manual,14092,823000,7,Bangalore
KIA SELTOS,KIA,2020,66607,Diesel,Auto,18800,1098000,6,Bangalore
Maruti Dzire,Maruti,2018,36218,Petrol,Auto,7838,444000,8,Bangalore
Ford Ecosport,Ford,2017,42467,Petrol,Auto,11676,597000,9,Bangalore
Maruti Wagon R 1.0,Maruti,2018,57355,Petrol,Auto,5684,322000,8,Bangalore
Honda WR-V,Honda,2017,55521,Petrol,Manual,9583,490000,9,Bangalore
KIA SELTOS,KIA,2019,121642,Petrol,Manual,14815,666000,7,Bangalore
Hyundai VENUE,Hyundai,2019,80802,Petrol,Auto,10856,615000,7,Bangalore
Maruti Celerio,Maruti,2014,70588,Petrol,Manual,10130,305000,12,Bangalore
Mahindra XUV500,Mahindra,2014,85652,Diesel,Manual,27963,594000,12,Bangalore
Hyundai Grand i10,Hyundai,2014,63419,Petrol,Manual,9300,280000,12,Bangalore
Maruti Celerio,Maruti,2021,37247,Petrol,Manual,7220,409000,5,Bangalore
Hyundai Elite i20,Hyundai,2020,63436,Petrol,Manual,9446,535000,6,Bangalore
Volkswagen Vento,Volkswagen,2013,51652,Petrol,Manual,15111,321000,13,Bangalore
Maruti Alto K10,Maruti,2012,70350,Petrol,Manual,14749,166000,14,Bangalore
Maruti Swift,Maruti,2015,82853,Petrol,Manual,9559,363000,11,Bangalore
Maruti Celerio,Maruti,2018,26317,Petrol,Auto,6178,350000,8,Bangalore
Ford Ecosport,Ford,2014,98086,Diesel,Manual,18782,399000,12,Bangalore
Maruti Ciaz,Maruti,2016,89367,Petrol,Manual,10143,455999,10,Bangalore
Ford Figo,Ford,2012,63222,Petrol,Manual,17770,200000,14,Bangalore
Hyundai NEW SANTRO,Hyundai,2019,133250,Petrol,Auto,8289,373000,7,Bangalore
Maruti Ertiga,Maruti,2015,65078,Petrol,Manual,13562,515000,11,Bangalore
Tata Tiago,Tata,2017,90075,Petrol,Manual,6635,339000,9,Bangalore
Chevrolet Sail,Chevrolet,2016,47752,Petrol,Manual,6252,281000,10,Bangalore
Renault Duster,Renault,2019,67120,Diesel,Auto,11364,644000,7,Bangalore
Honda BR-V,Honda,2018,72048,Petrol,Auto,12180,690000,8,Bangalore
Tata Nano,Tata,2016,17041,Petrol,Auto,4071,183000,10,Bangalore
Hyundai Elite i20,Hyundai,2018,71713,Petrol,Manual,8735,495000,8,Bangalore
Maruti Swift,Maruti,2014,84501,Diesel,Manual,17182,365000,12,Bangalore
Maruti Swift,Maruti,2014,80033,Petrol,Manual,11492,346000,12,Bangalore
Tata Tiago,Tata,2016,69684,Diesel,Manual,9880,375000,10,Bangalore
Ford Ecosport,Ford,2014,99778,Diesel,Manual,17700,376000,12,Bangalore
Renault Kwid,Renault,2016,86050,Petrol,Manual,4961,223000,10,Bangalore
Maruti Swift,Maruti,2018,67158,Petrol,Auto,7961,451000,8,Bangalore
Maruti Swift,Maruti,2017,56556,Diesel,Manual,11100,499000,9,Bangalore
Maruti Swift,Maruti,2023,31440,Petrol,Auto,11651,660000,3,Bangalore
Maruti Swift Dzire,Maruti,2013,90181,Diesel,Manual,29409,331000,13,Bangalore
Hyundai Elite i20,Hyundai,2017,50672,Petrol,Manual,9931,508000,9,Bangalore
Mahindra XUV300,Mahindra,2021,81586,Petrol,Auto,11086,628000,5,Bangalore
Maruti Swift,Maruti,2016,102156,Petrol,Manual,7779,350000,10,Bangalore
Maruti Baleno,Maruti,2017,50387,Petrol,Manual,9139,467000,9,Bangalore
Renault Pulse,Renault,2013,109711,Petrol,Manual,13727,292000,13,Bangalore
Volkswagen Polo,Volkswagen,2012,67695,Diesel,Manual,13727,248000,14,Bangalore
Hyundai Creta,Hyundai,2016,87605,Diesel,Manual,19588,744000,10,Bangalore
Renault Kwid,Renault,2017,75780,Petrol,Auto,4888,250000,9,Bangalore
Honda City,Honda,2017,88154,Petrol,Manual,10205,522000,9,Bangalore
Maruti S Cross,Maruti,2022,89654,Petrol,Manual,11774,667000,4,Bangalore
Maruti Vitara Brezza,Maruti,2022,77009,Petrol,Auto,13398,759000,4,Bangalore
Toyota Glanza,Toyota,2022,35951,Petrol,Auto,12022,681000,4,Bangalore
Tata Tiago,Tata,2016,46127,Petrol,Manual,7654,344000,10,Bangalore
Honda Jazz,Honda,2015,52403,Petrol,Manual,10112,384000,11,Bangalore
Volkswagen Ameo,Volkswagen,2016,66761,Petrol,Manual,8475,381000,10,Bangalore
Tata Tiago,Tata,2023,24278,Petrol,Auto,10574,599000,3,Bangalore
Mahindra XUV500,Mahindra,2018,52365,Diesel,Manual,21885,1150000,8,Bangalore
Hyundai i10,Hyundai,2012,62134,Petrol,Manual,18303,206000,14,Bangalore
Hyundai i10,Hyundai,2013,133436,Petrol,Manual,9174,195000,13,Bangalore
Hyundai i20 Active,Hyundai,2016,79914,Petrol,Manual,10655,479000,10,Bangalore
Honda Jazz,Honda,2019,34565,Petrol,Auto,10239,580000,7,Bangalore
Maruti Baleno,Maruti,2018,77435,Petrol,Manual,10103,572000,8,Bangalore
Maruti IGNIS,Maruti,2020,30440,Petrol,Auto,9550,541000,6,Bangalore
Hyundai Eon,Hyundai,2014,51648,Petrol,Manual,6483,195000,12,Bangalore
Renault Kwid,Renault,2016,47594,Petrol,Manual,5561,250000,10,Bangalore
Renault TRIBER,Renault,2020,33241,Petrol,Auto,8950,507000,6,Bangalore
Skoda KUSHAQ,Skoda,2021,32205,Petrol,Auto,16164,944000,5,Bangalore
