Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price,Car Age,City
Mahindra XUV500,Mahindra,2019,152283,Diesel,Manual,14481,651000,7,Agra
Mahindra XUV300,Mahindra,2021,60764,Petrol,Manual,9991,566000,5,Agra
Hyundai VENUE,Hyundai,2020,126475,Diesel,Manual,14325,644000,6,Agra
KIA SELTOS,KIA,2025,5744,Petrol,Manual,18835,1100000,1,Agra
Ford Ecosport,Ford,2019,128547,Diesel,Manual,12034,541000,7,Agra
Hyundai Creta,Hyundai,2021,54608,Petrol,Manual,19109,1116000,5,Agra
Hyundai Creta,Hyundai,2023,26833,Petrol,Manual,16848,984000,3,Agra
Honda Civic,Honda,2019,26631,Petrol,Auto,16266,950000,7,Agra
Maruti Baleno,Maruti,2019,149377,Petrol,Manual,9187,413000,7,Agra
Honda Amaze,Honda,2020,92787,Diesel,Manual,9179,520000,6,Agra
Hyundai GRAND I10 NIOS,Hyundai,2020,65571,Petrol,Manual,7467,423000,6,Agra
Maruti Alto,Maruti,2022,45796,Petrol,Manual,6178,350000,4,Agra
Mahindra MARAZZO,Mahindra,2019,187820,Diesel,Manual,15794,710000,7,Agra
Hyundai XCENT PRIME,Hyundai,2021,60516,Petrol,Manual,7061,400000,5,Agra
Honda Amaze,Honda,2018,56625,Petrol,Manual,7573,429000,8,Agra
Hyundai Creta,Hyundai,2019,92483,Diesel,Manual,11969,678000,7,Agra
Renault Duster,Renault,2015,45985,Diesel,Manual,10330,311000,11,Agra
Hyundai NEW I20,Hyundai,2020,105612,Petrol,Auto,14615,657000,6,Agra
Honda WR-V,Honda,2021,86789,Diesel,Manual,13240,750000,5,Agra
Honda WR-V,Honda,2019,40224,Petrol,Manual,9268,525000,7,Agra
Hyundai Creta,Hyundai,2016,57664,Petrol,Manual,12257,551000,10,Agra
KIA CARENS,KIA,2022,100915,Diesel,Manual,22699,1044000,4,Agra
Hyundai EXTER,Hyundai,2024,7037,Petrol,Manual,12322,698000,2,Agra
Maruti S Cross,Maruti,2015,105456,Diesel,Manual,9566,288000,11,Agra
Maruti Vitara Brezza,Maruti,2019,248440,Diesel,Manual,9988,449000,7,Agra
Maruti Vitara Brezza,Maruti,2019,95330,Diesel,Auto,10415,590000,7,Agra
KIA SONET,KIA,2021,89392,Diesel,Manual,13063,740000,5,Agra
Maruti IGNIS,Maruti,2025,4030,Petrol,Manual,9497,538000,1,Agra
Maruti Ciaz,Maruti,2020,60436,Petrol,Manual,10150,575000,6,Agra
Mahindra XUV300,Mahindra,2020,48728,Petrol,Manual,13928,789000,6,Agra
Maruti Eeco,Maruti,2018,77243,Petrol,Manual,6037,342000,8,Agra
Toyota Etios,Toyota,2018,221769,Diesel,Manual,7852,353000,8,Agra
Tata ALTROZ,Tata,2023,25562,Petrol,Manual,11386,645000,3,Agra
KIA SELTOS,KIA,2023,25614,Petrol,Manual,19708,1151000,3,Agra
Hyundai VENUE,Hyundai,2021,100421,Diesel,Manual,15571,700000,5,Agra
Maruti Ciaz,Maruti,2014,60341,Petrol,Manual,11193,337000,12,Agra
Hyundai VENUE,Hyundai,2024,10237,Petrol,Manual,15153,885000,2,Agra
Audi Q3,Audi,2012,240658,Diesel,Auto,15153,484000,14,Agra
Hyundai Creta,Hyundai,2021,69136,Diesel,Auto,19725,1152000,5,Agra
Tata NEXON,Tata,2022,30316,Petrol,Manual,12745,722000,4,Agra
Tata Safari,Tata,2022,107322,Diesel,Auto,33701,1550000,4,Agra
Mahindra XUV300,Mahindra,2023,40219,Diesel,Manual,15410,900000,3,Agra
Maruti Vitara Brezza,Maruti,2021,60717,Petrol,Manual,10009,567000,5,Agra
Toyota Innova,Toyota,2015,56554,Diesel,Manual,17183,517000,11,Agra
Mahindra XUV700,Mahindra,2021,111228,Petrol,Auto,30613,1408000,5,Agra
MG ASTOR,MG,2021,72722,Petrol,Auto,13240,750000,5,Agra
Nissan Sunny,Nissan,2017,69665,Petrol,Auto,6667,341000,9,Agra
Hyundai Creta,Hyundai,2019,63293,Diesel,Manual,12692,719000,7,Agra
KIA CARENS,KIA,2022,104000,Diesel,Manual,21090,969999,4,Agra
Mahindra XUV700,Mahindra,2022,125493,Diesel,Manual,29678,1365000,4,Agra
Toyota Innova Crysta,Toyota,2018,116207,Diesel,Manual,21742,1000000,8,Agra
Volkswagen Jetta,Volkswagen,2014,165444,Diesel,Auto,20147,428000,12,Agra
MG HECTOR,MG,2021,59117,Petrol,Auto,20547,1200000,5,Agra
Mahindra XUV700,Mahindra,2025,268,Petrol,Manual,24417,1426000,1,Agra
Mahindra XUV300,Mahindra,2023,41245,Diesel,Manual,20530,1199000,3,Agra
Mahindra XUV300,Mahindra,2022,66787,Petrol,Manual,11969,678000,4,Agra
Hyundai i20 Active,Hyundai,2019,61467,Petrol,Manual,8014,454000,7,Agra
Ford Ecosport,Ford,2020,61666,Petrol,Manual,10751,609000,6,Agra
MG HECTOR,MG,2021,91767,Petrol,Auto,21369,1248000,5,Agra
Toyota Innova Crysta,Toyota,2022,70036,Diesel,Manual,28286,1652000,4,Agra
Ford Ecosport,Ford,2020,89412,Petrol,Manual,10874,616000,6,Agra
MG HECTOR,MG,2021,40842,Petrol,Manual,18818,1099000,5,Agra
Hyundai Creta,Hyundai,2018,100765,Petrol,Manual,14592,656000,8,Agra
Maruti Vitara Brezza,Maruti,2020,55484,Diesel,Manual,11245,637000,6,Agra
Hyundai Creta,Hyundai,2023,24142,Diesel,Manual,26095,1524000,3,Agra
Audi Q3,Audi,2013,103373,Diesel,Auto,51710,582000,13,Agra
MG HECTOR PLUS,MG,2021,76702,Diesel,Manual,27242,1591000,5,Agra
KIA SONET,KIA,2025,21203,Petrol,Manual,17910,1046000,1,Agra
Hyundai Creta,Hyundai,2022,100001,Petrol,Manual,19568,900000,4,Agra
Maruti Vitara Brezza,Maruti,2017,87749,Diesel,Manual,10789,484999,9,Agra
Mahindra XUV300,Mahindra,2024,79778,Diesel,Manual,20975,1225000,2,Agra
Mahindra XUV700,Mahindra,2022,67280,Diesel,Auto,27345,1597000,4,Agra
Maruti Eeco,Maruti,2021,165973,Petrol,Manual,7496,337000,5,Agra
Tata Harrier,Tata,2021,62117,Diesel,Auto,28457,1662000,5,Agra
Honda Mobilio,Honda,2015,155533,Diesel,Manual,11891,358000,11,Agra
BMW 3 Series,BMW,2016,155692,Diesel,Auto,28430,1100000,10,Agra
Maruti S Cross,Maruti,2018,86810,Diesel,Manual,10811,553000,8,Agra
Toyota Innova,Toyota,2012,195979,Diesel,Manual,10811,409999,14,Agra
Mahindra Thar,Mahindra,2024,20822,Diesel,Manual,23389,1366000,2,Agra
MG HECTOR,MG,2024,5935,Diesel,Manual,31677,1850000,2,Agra
KIA SONET,KIA,2024,10765,Petrol,Auto,20016,1169000,2,Agra
Toyota Innova,Toyota,2015,157784,Diesel,Manual,18567,559000,11,Agra
Hyundai VENUE,Hyundai,2023,25345,Petrol,Auto,17893,1044999,3,Agra
BMW X1,BMW,2024,34566,Petrol,Auto,76315,4457000,2,Agra
KIA SELTOS,KIA,2022,27841,Petrol,Manual,18681,1091000,4,Agra
Mahindra XUV300,Mahindra,2022,102667,Diesel,Manual,17394,800000,4,Agra
KIA SELTOS,KIA,2020,106297,Diesel,Auto,26678,1227000,6,Agra
MG HECTOR,MG,2020,165080,Diesel,Manual,23917,1100000,6,Agra
Toyota Fortuner,Toyota,2017,256000,Diesel,Auto,41311,1900000,9,Agra
Tata Harrier,Tata,2023,82259,Diesel,Auto,27396,1600000,3,Agra
Hyundai Creta,Hyundai,2024,25365,Petrol,Manual,18835,1100000,2,Agra
Hyundai VENUE,Hyundai,2023,35131,Petrol,Manual,15410,900000,3,Agra
Audi A3,Audi,2014,121578,Diesel,Auto,43951,943000,12,Agra
Hyundai XCENT PRIME,Hyundai,2021,60726,Petrol,Manual,7061,400000,5,Agra
Toyota Innova Crysta,Toyota,2022,110742,Diesel,Auto,33701,1550000,4,Agra
MG HECTOR,MG,2019,84802,Diesel,Manual,17550,1025000,7,Agra
Tata Safari,Tata,2024,22188,Diesel,Manual,38902,2272000,2,Agra
Mercedes Benz Ml Class,Mercedes,2014,246866,Diesel,Auto,48612,1043000,12,Agra
Tata Safari,Tata,2024,49793,Diesel,Manual,35957,2100000,2,Agra
BMW X5,BMW,2016,67324,Diesel,Auto,55697,2155000,10,Agra
Toyota Fortuner,Toyota,2019,273110,Diesel,Auto,46594,2143000,7,Agra
MG HECTOR,MG,2023,62000,Diesel,Manual,25684,1500000,3,Agra
MG HECTOR PLUS,MG,2022,79435,Diesel,Manual,23971,1400000,4,Agra
Jeep Compass,Jeep,2020,126854,Diesel,Manual,33483,1540000,6,Agra
Tata Curvv EV,Tata,2024,39154,Electric,Auto,32224,1882000,2,Agra
Mahindra Scorpio,Mahindra,2018,79144,Diesel,Manual,20328,1068000,8,Agra
Mercedes Benz E Class,Mercedes,2019,61866,Diesel,Auto,51367,3000000,7,Agra
Tata Safari,Tata,2023,77542,Diesel,Auto,34245,2000000,3,Agra
Toyota Innova Crysta,Toyota,2021,113526,Diesel,Manual,39549,1819000,5,Agra
KIA CARNIVAL,KIA,2020,252681,Diesel,Auto,47616,2190000,6,Agra
Maruti Baleno,Maruti,2024,6606,Petrol,Auto,12057,683000,2,Agra
Tata Tiago,Tata,2017,62606,Petrol,Manual,4653,238000,9,Agra
Hyundai i20,Hyundai,2011,98904,Petrol,Manual,4653,112000,15,Agra
Maruti Dzire,Maruti,2022,34232,Petrol,Manual,9021,511000,4,Agra
Honda Jazz,Honda,2012,204506,Petrol,Manual,13327,150000,14,Agra
Tata Harrier,Tata,2022,118411,Diesel,Manual,22743,1046000,4,Agra
Ford Endeavour,Ford,2014,133996,Diesel,Manual,23537,500000,12,Agra
