Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price,Car Age,City
Skoda KUSHAQ,Skoda,2021,13715,Petrol,Manual,13698,800000,5,Nagpur
Maruti Wagon R 1.0,Maruti,2017,111468,Petrol,Manual,6865,309000,9,Nagpur
Hyundai i10,Hyundai,2015,140280,Petrol,Manual,6320,240000,11,Nagpur
Maruti Alto K10,Maruti,2022,64674,Petrol,Manual,6443,365000,4,Nagpur
Honda City,Honda,2015,135800,Diesel,Manual,15212,458000,11,Nagpur
Maruti Celerio,Maruti,2017,69067,Petrol,Auto,6745,345000,9,Nagpur
Maruti A Star,Maruti,2010,50056,Petrol,Manual,6745,150000,16,Nagpur
Maruti Swift,Maruti,2014,213960,Diesel,Manual,18123,385000,12,Nagpur
Hyundai Elite i20,Hyundai,2015,50995,Petrol,Manual,10270,390000,11,Nagpur
Maruti S Cross,Maruti,2018,119688,Diesel,Manual,12012,540000,8,Nagpur
Maruti IGNIS,Maruti,2017,84215,Petrol,Manual,6667,341000,9,Nagpur
Maruti Swift,Maruti,2023,47746,Petrol,Manual,9585,543000,3,Nagpur
Ford Ecosport,Ford,2017,86162,Petrol,Manual,8993,459999,9,Nagpur
Volkswagen Vento,Volkswagen,2022,12283,Petrol,Manual,15410,900000,4,Nagpur
Hyundai i20,Hyundai,2011,172000,Diesel,Manual,15410,174000,15,Nagpur
Maruti Ertiga,Maruti,2013,105925,Diesel,Manual,40870,459999,13,Nagpur
Hyundai i20 Active,Hyundai,2015,89769,Diesel,Manual,12323,371000,11,Nagpur
BMW X1,BMW,2012,161764,Diesel,Auto,12323,310000,14,Nagpur
Renault Duster,Renault,2014,117605,Diesel,Manual,12945,275000,12,Nagpur
Skoda Rapid,Skoda,2013,116770,Diesel,Manual,23723,267000,13,Nagpur
Volkswagen Polo,Volkswagen,2015,125153,Petrol,Auto,9480,360000,11,Nagpur
Maruti Swift,Maruti,2012,92537,Diesel,Manual,9480,292000,14,Nagpur
Honda Amaze,Honda,2020,30081,Petrol,Manual,8826,500000,6,Nagpur
Mahindra TUV300,Mahindra,2015,67814,Diesel,Manual,13286,400000,11,Nagpur
Tata NEXON,Tata,2019,137815,Petrol,Manual,11567,520000,7,Nagpur
Toyota Innova,Toyota,2010,159551,Diesel,Manual,11567,300000,16,Nagpur
Maruti Dzire,Maruti,2017,97243,Diesel,Auto,9454,425000,9,Nagpur
Maruti A Star,Maruti,2010,100210,Petrol,Manual,9454,129000,16,Nagpur
Chevrolet Cruze,Chevrolet,2011,79808,Diesel,Auto,9454,180000,15,Nagpur
Hyundai Creta,Hyundai,2017,120008,Diesel,Auto,15059,677000,9,Nagpur
Mahindra XUV500,Mahindra,2012,151653,Diesel,Manual,15059,324000,14,Nagpur
Honda Jazz,Honda,2016,211797,Diesel,Manual,8558,325000,10,Nagpur
Ford Ecosport,Ford,2017,112227,Diesel,Manual,10010,450000,9,Nagpur
Maruti Dzire,Maruti,2020,68344,Petrol,Manual,9709,550000,6,Nagpur
Ford Endeavour,Ford,2011,101224,Diesel,Manual,9709,252999,15,Nagpur
Maruti Celerio,Maruti,2016,95150,Petrol,Auto,6940,312000,10,Nagpur
Honda Jazz,Honda,2016,81098,Petrol,Manual,8008,360000,10,Nagpur
Maruti Wagon R 1.0,Maruti,2017,42211,Petrol,Auto,6354,325000,9,Nagpur
Tata NEXON,Tata,2025,3580,Petrol,Auto,23201,1355000,1,Nagpur
Honda Brio,Honda,2016,61023,Petrol,Manual,6117,275000,10,Nagpur
Maruti Ritz,Maruti,2012,51204,Petrol,Manual,18214,204999,14,Nagpur
Maruti Dzire,Maruti,2019,129297,Diesel,Manual,10010,450000,7,Nagpur
Hyundai Grand i10,Hyundai,2013,114048,Petrol,Manual,11298,240000,13,Nagpur
Mahindra Kuv100,Mahindra,2017,116291,Diesel,Manual,6673,300000,9,Nagpur
